726,65,1094,198,713,840,1766,503,38,262
1194,65,220,146,414,118,1898,985,308,1912
407,1230,263,724,250,489,414,231,308,464
987,261,724,231,1324,1175,121,1425,1173,43
256,0,992,215,841,321,709,393,118,519
726,415,1230,1214,168,1170,421,1425,308,261
407,706,146,994,709,118,88,274,1325,322
1912,146,414,118,393,1175,1333,20,725,1316
263,215,250,168,1897,1420,131,717,48,144
987,1194,1230,1003,414,168,118,1208,261,1316
466,1536,1892,840,759,131,499,1543,1513,261
407,726,65,294,181,1013,997,47,1119,20
1194,168,146,530,379,183,1119,308,319,1173
407,168,724,414,149,155,231,213,1425,1173
852,263,841,168,198,201,155,131,1087,277
707,1568,489,1003,992,1368,251,977,262,1173
979,242,1007,118,321,955,1892,1119,277,1325
407,1218,415,127,685,618,1145,1096,725,1252
407,1194,146,994,709,1013,321,206,1325,322
1316,987,1003,168,56,1230,1096,1425,998,261
1438,1194,1129,188,1,337,231,181,1636,21
1194,724,992,118,288,393,206,1021,1012,1532
407,1470,1115,65,1080,118,861,1021,47,1079
65,293,414,294,181,231,1090,47,211,20
281,538,518,183,263,692,717,277,725,261
156,65,242,146,414,223,393,10,258,1325
25,1003,707,9,414,231,713,206,998,701
3,489,1194,65,840,499,1119,327,1325,700
168,414,436,426,846,183,840,499,131,261
707,1536,1230,13,346,337,127,321,414,701
3,1115,706,533,709,201,47,1039,274,319
407,489,414,1080,132,300,1892,210,308,531
407,65,1230,1194,414,146,294,144,258,1325
407,124,379,414,223,340,1013,393,47,258
42,3,1129,168,215,1491,589,955,393,277
3,13,530,1734,414,499,213,144,476,999
524,263,530,1314,212,321,713,47,261,81
1173,985,707,168,337,1103,485,998,476,81
42,497,707,231,1125,300,1513,20,1173,987
407,1438,337,1314,223,1013,181,601,294,258
407,65,124,414,132,530,118,201,222,146
716,1536,65,263,118,1125,1324,487,1766,985
1280,65,991,489,1125,201,501,144,463,1173
407,146,414,118,393,213,526,20,985,1325
415,407,1220,146,414,1013,144,1467,258,17
726,65,1211,116,414,118,840,393,14,261
42,256,202,149,1080,1509,297,485,56,1325
65,1230,146,118,231,840,206,498,1873,56
987,1218,168,1251,155,1324,393,231,725,1173
617,1129,466,242,146,530,618,276,476,17
407,65,996,414,1334,118,231,1372,210,43
415,407,146,1,118,231,1015,1395,144,725
726,1416,168,146,1370,840,1407,37,405,308
726,407,215,146,414,1370,118,101,20,43
1429,65,518,1124,414,118,836,997,43,999
407,1230,220,1080,1509,132,231,1564,530,21
1028,59,168,1029,201,1170,501,487,717,308
1115,510,146,532,535,47,88,985,1173,1246
726,1218,65,407,687,1125,251,144,48,725
65,1438,992,1,294,1013,181,1766,20,133
726,153,407,1,118,181,993,20,1246,700
726,1230,1289,414,870,118,321,1021,985,1079
1003,1129,59,155,47,836,997,308,11,17
415,1280,439,59,201,47,501,164,261,1205
726,65,345,19,841,220,132,713,289,519
124,741,1289,168,1080,1194,414,201,470,1325
979,65,112,146,414,709,1013,1994,405,1643
1211,1438,146,768,1612,1334,1103,840,131,210
707,1022,149,530,168,724,321,277,261,701
1325,261,1003,415,460,118,713,308,725,1173
25,987,59,992,231,840,713,308,1173,1912
407,65,707,12,146,414,181,1892,476,126
726,3,65,116,146,223,118,231,414,261
407,1194,65,146,118,1370,1418,978,1119,20
407,168,146,414,1368,155,1513,211,308,985
707,1115,49,440,439,118,532,414,1994,1220
1247,414,132,118,213,251,1208,404,1173,261
407,497,3,760,436,132,231,1117,144,48
3,1115,168,992,279,687,1470,861,713,1173
1129,1438,489,1470,112,168,1120,300,1425,11
995,707,415,9,900,146,1416,393,861,640
3,112,414,220,1370,1498,1175,1221,108,1377
707,995,530,1120,231,1013,1096,47,977,322
1438,497,132,436,198,288,840,1023,713,56
42,407,49,992,1216,118,393,1372,1238,700
1218,1416,263,168,297,532,294,499,717,308
726,446,852,13,263,436,215,198,470,227
42,1211,489,1124,118,1370,1324,393,476,985
726,263,841,346,146,231,213,131,319,309
415,1003,685,1429,510,132,231,1096,997,1342
726,263,112,503,840,499,958,277,261,725
65,1194,1214,992,1,118,231,288,274,261
3,1424,497,489,146,727,215,263,144,405
407,1194,118,231,1015,393,213,1507,1246,1316
1214,146,1502,118,1120,532,206,327,261,998
261,65,1429,439,414,146,113,1863,1342,1900
415,1429,685,146,1410,213,1208,985,1342,1119
415,42,453,1429,870,118,470,393,274,327
726,263,250,1080,231,503,487,131,476,1173
65,3,414,992,687,231,201,393,121,985
1211,1424,1438,414,118,393,213,210,20,985
25,124,149,532,1368,300,16,985,1173,406
510,440,1013,840,836,1793,1902,1108,1342,999
415,156,65,407,1429,57,393,131,21,261
262,1003,149,530,168,231,201,60,1173,126
1252,3,65,999,294,231,503,1119,1912,1196
156,1416,489,132,233,300,1507,717,1285,985
707,315,706,2002,1102,316,1892,1766,1820,1276
466,3,1218,1470,1371,321,145,393,213,347
263,146,118,393,213,259,210,47,840,19
407,13,414,1080,118,294,487,717,308,999
258,65,146,223,112,1013,1119,985,211,21
19,3,1003,168,841,839,49,503,725,11
1218,489,168,3,297,618,1564,213,1090,48
995,65,3,512,724,223,231,1015,476,20
1410,1370,728,1507,274,254,1221,21,133,1252
407,42,1115,1289,414,146,197,1242,210,985
726,1129,996,146,297,88,1507,213,1325,84
1003,1218,31,724,132,867,241,524,1096,997
146,763,223,724,1013,393,840,414,476,1325
726,65,281,124,1194,250,1125,476,725,203
530,250,188,231,840,863,452,144,476,1201
407,726,1416,168,146,724,76,1170,308,309
3,1194,65,220,46,274,213,4,985,210
65,1194,1218,231,1242,213,487,1119,985,144
726,497,13,168,231,1125,840,100,997,476
707,1424,146,231,1001,1370,316,1272,1076,0
407,153,415,215,118,231,1892,936,1119,998
281,263,530,132,1393,198,470,47,1400,1074
407,124,1416,707,146,1334,321,1242,1119,210
707,1129,3,726,65,1334,155,709,274,1325
707,65,407,49,414,146,1410,274,206,319
42,407,30,1003,1602,840,393,713,144,17
407,1438,146,1892,213,1766,717,701,261,43
407,3,508,112,436,393,213,1119,261,1252
979,1438,1124,146,337,321,231,1013,20,1326
415,65,3,168,685,436,958,144,48,807
995,726,49,93,318,1519,206,14,21,700
1194,65,1178,414,223,118,321,146,1175,221
25,1003,706,530,724,1509,1096,47,1119,308
726,65,48,168,318,501,461,1425,725,308
242,985,288,1513,213,997,1119,277,206,58
1030,168,1178,178,1368,155,840,997,1087,836
1316,1355,1511,112,66,321,978,476,1173,84
407,46,1230,1080,155,181,231,47,276,1892
1438,188,132,1080,1029,840,131,717,144,261
407,3,1194,49,414,223,146,1243,997,1119
65,1194,1416,414,132,1013,997,269,4,985
497,518,524,530,215,183,250,840,131,277
446,1028,1727,1030,1029,1897,1728,444,1754,717
242,524,281,510,263,183,1228,47,526,725
65,3,1230,1124,231,181,321,274,20,1079
65,685,706,146,337,118,231,233,1994,19
707,1470,1115,233,1226,231,1006,461,406,701
707,3,1124,220,1334,1242,717,998,1325,43
407,726,1316,168,414,1080,118,274,56,1173
9,146,241,201,840,276,47,1108,261,1342
42,726,506,415,13,724,1509,1513,713,1325
116,146,414,118,231,1334,393,1348,429,19
726,1218,65,146,223,994,118,1766,144,999
726,168,59,132,414,992,393,213,1090,1325
407,992,118,501,213,499,717,308,1173,47
20,168,414,146,118,393,717,48,11,476
726,964,113,192,231,470,47,1145,308,1550
3,65,1124,1289,146,618,840,276,985,43
841,132,532,250,503,470,1117,131,1228,48
407,1194,1129,414,213,487,210,476,997,126
497,1028,1030,841,168,183,840,10,717,144
281,836,992,640,213,840,211,985,978,274
1129,124,414,146,1013,222,393,210,20,1532
1194,65,146,223,1013,1916,1766,20,11,703
308,9,168,426,59,88,717,476,1173,227
726,65,30,41,414,992,861,404,844,1503
19,65,726,1080,501,713,717,476,1173,17
726,852,724,1080,1029,485,499,717,308,261
497,1355,71,764,201,840,1892,144,476,692
407,415,414,321,1348,836,123,144,1342,126
726,407,1230,168,220,414,48,210,985,261
1536,1230,1810,1370,129,123,213,487,1090,277
407,3,1424,146,268,155,713,1285,985,1425
497,1416,168,1124,3,310,201,231,213,1507
1194,1124,414,146,118,129,349,499,844,261
407,13,852,489,118,713,213,131,1173,1325
726,65,415,530,250,132,294,177,20,261
277,65,215,250,118,294,201,38,119,261
1028,446,1030,1029,1728,1031,1892,717,1893,1826
407,707,65,1194,146,223,118,1021,404,262
726,455,30,346,1174,155,201,1191,144,17
261,1003,3,407,995,1513,499,476,1173,389
726,1416,30,846,231,47,499,717,20,1325
1316,1438,1115,279,146,1093,181,213,11,1325
613,65,49,628,379,840,452,277,14,243
156,3,407,415,132,994,1080,300,213,1902
17,168,149,1125,300,487,499,1425,1173,1325
281,489,530,132,1080,318,470,308,476,261
42,1334,337,132,768,840,1221,14,985,1347
202,1424,1230,707,414,724,132,146,1324,126
707,65,414,118,231,1145,1410,844,708,1660
707,524,489,146,532,231,118,836,503,1119
1129,1416,1438,724,146,118,321,1179,1221,11
407,301,414,530,223,393,861,210,985,308
706,146,263,709,231,840,487,985,261,81
65,724,1015,640,393,1766,276,35,20,999
1230,59,215,198,155,499,131,144,20,1173
726,263,220,250,436,155,393,713,1892,56
1261,994,780,1272,1509,321,1951,717,1902,17
407,1173,116,220,118,231,713,985,1425,1079
22,999,112,146,530,1374,72,277,586,0
1325,415,30,1416,530,414,618,1125,725,1173
707,524,1115,49,530,170,118,1994,119,19
407,1438,1194,415,146,1429,118,1253,840,1342
3,1416,379,346,1080,168,47,206,1902,987
415,65,407,989,414,263,118,393,640,1325
407,46,1536,1470,155,1117,1513,213,48,261
65,1211,414,118,1370,231,1015,274,261,43
281,3,1198,65,533,1256,530,393,997,1021
716,65,489,407,530,414,1368,155,1230,1325
407,124,263,146,41,220,1513,393,1293,519
726,46,1416,995,414,146,724,706,213,262
1470,1194,1834,146,46,9,231,1119,985,11
1438,3,149,59,168,483,982,889,985,261
446,59,1029,840,1096,131,717,444,1826,1820
1470,1115,127,146,1314,155,201,100,258,56
65,146,414,992,1120,181,1892,213,14,999
726,25,3,168,149,732,1324,393,1173,56
707,1536,1115,1124,530,1015,393,997,1513,261
56,489,188,1334,146,250,840,1119,1246,987
707,415,377,214,618,321,231,978,118,701
1028,1030,263,1029,1892,131,717,144,1087,1173
512,524,852,168,270,1006,844,20,56,1252
25,524,1416,1124,530,250,1509,393,476,319
1325,43,1214,1317,1381,499,1119,1329,406,1196
726,1908,42,534,112,846,487,476,725,261
726,1289,146,168,1145,254,213,206,985,17
707,258,146,337,118,233,206,277,261,322
407,3,1424,146,233,181,211,20,258,43
156,1028,1030,1029,1513,487,131,717,308,1173
415,407,1342,59,49,724,146,231,261,1252
25,1480,168,713,444,1087,717,501,56,987
407,707,852,59,414,168,206,1425,1342,987
42,153,996,146,118,713,276,1454,438,1325
1003,1230,65,146,82,220,231,144,808,17
1585,9,489,426,532,183,840,713,1902,261
124,1124,118,470,640,47,144,20,1325,1902
65,1194,1424,146,207,118,220,1892,258,1912
407,65,1194,188,146,1,274,717,1119,476
707,65,489,415,118,470,47,274,20,692
126,25,42,999,65,532,393,861,1173,19
156,407,125,65,1125,840,47,1096,308,1325
242,3,1834,468,250,1509,231,1117,131,1325
979,726,1194,9,530,263,233,254,1766,20
407,1211,43,1072,213,1021,1285,985,261,1196
726,1022,391,530,220,118,101,701,277,261
407,1194,489,497,724,146,414,294,503,985
168,250,687,1576,201,393,499,1496,1329,1173
726,42,209,59,841,231,444,121,1826,1908
407,1003,146,132,118,231,181,1096,1525,1342
415,1211,414,1095,118,129,840,452,277,985
407,415,1416,1429,440,726,1370,144,277,1205
415,298,1432,685,118,129,1513,840,1098,144
407,414,146,530,118,598,499,210,985,43
407,524,146,414,530,1080,206,210,985,1173
347,183,530,414,132,535,836,1513,1425,19
242,183,828,132,1103,846,426,47,840,131
407,1003,1211,146,132,118,709,487,1285,1329
995,3,1424,414,181,47,1242,20,725,43
1028,263,215,250,168,499,844,717,48,131
407,65,1230,146,1,181,997,975,43,322
726,407,1416,1825,414,131,48,308,1173,261
1230,31,270,393,836,499,717,308,213,126
407,1194,9,146,393,206,1119,144,1173,19
65,1230,168,1334,532,1348,294,16,1425,1325
1416,168,1825,1334,1368,155,1436,213,1285,1820
263,414,841,1509,231,1145,1513,1410,262,1325
415,726,489,168,702,841,618,127,987,261
242,415,1173,263,221,618,393,1090,11,1325
707,1194,146,132,181,206,1465,1033,703,1173
281,707,489,440,992,414,1013,393,1238,81
415,726,13,407,466,263,300,393,1173,987
415,1129,1115,1470,1398,533,709,840,308,261
1371,1003,685,1470,1230,168,231,274,528,43
322,1194,146,132,687,709,233,20,11,258
407,3,707,59,146,231,1015,1096,1119,1425
1129,1429,530,223,1,414,1013,181,20,261
415,125,407,618,1240,1015,393,213,231,14
1858,489,168,301,440,118,1517,1119,985,1316
407,1536,1194,1230,414,530,220,532,146,1325
3,1115,168,992,279,687,1470,861,713,1173
156,1416,1124,146,132,1432,231,58,48,999
726,1438,1194,49,992,65,1334,294,1013,1652
497,489,426,1865,436,1951,840,1513,844,1252
726,153,992,231,393,1021,1119,985,461,19
726,685,489,47,1507,1521,1410,713,1173,999
489,168,1416,992,439,709,840,1090,844,221
1470,1230,146,132,530,231,1015,1080,1096,1333
415,1378,263,57,470,836,538,277,725,1205
407,414,223,197,1015,213,274,211,261,19
1194,9,146,414,118,1370,840,131,261,17
726,3,685,155,1728,1513,840,144,277,1173
407,3,168,146,155,231,254,274,840,487
30,59,1416,132,146,530,1096,1564,261,464
466,3,707,146,992,687,1015,393,201,206
81,1230,168,414,1334,470,840,1176,1342,1246
407,153,42,116,995,1013,181,274,1912,243
65,124,1124,297,231,1013,213,48,277,20
65,1124,132,118,393,274,47,899,1325,1347
995,65,241,1,181,640,210,20,43,261
726,1194,407,263,414,118,129,144,1912,999
726,65,1416,263,1194,1424,198,1370,48,308
497,446,1727,250,1754,131,717,144,1173,1087
407,1267,1115,1470,707,118,393,213,316,1325
726,1429,415,13,1214,709,640,211,1325,1342
707,322,132,994,1513,213,1119,1329,1173,319
415,1609,489,1022,1328,346,707,1145,1325,999
49,116,379,1368,155,231,233,14,476,19
1119,1194,146,118,213,274,144,258,261,262
42,726,489,183,215,206,487,277,1325,126
726,707,146,118,321,1001,1324,1119,11,1325
726,1194,1115,168,992,220,155,713,1090,81
999,763,414,201,393,213,1226,14,20,347
726,407,414,1334,118,181,213,210,20,985
1858,497,1416,168,741,503,129,1793,1119,999
407,65,1416,132,118,223,274,844,1119,43
407,512,263,1251,1513,1006,48,144,277,1325
65,1124,146,41,118,1370,393,206,1119,261
726,263,168,391,530,201,1096,308,987,126
466,65,1596,414,841,393,206,269,261,1252
998,476,156,155,269,131,717,778,862,17
407,3,489,49,1289,263,112,1129,213,985
426,198,442,1971,1359,1087,1902,476,499,1892
512,128,13,489,1174,47,840,717,308,56
1429,489,168,724,30,713,717,144,987,126
497,13,1214,500,1370,487,1090,717,251,17
707,261,414,1125,201,155,213,308,987,1173
1129,146,288,231,1370,393,404,1119,14,261
1119,65,407,19,1103,1013,211,985,20,258
407,692,168,724,155,213,131,717,1325,17
461,407,146,393,58,274,1623,277,1329,452
25,1211,13,149,530,414,1324,482,985,757
1230,209,1099,321,206,213,58,277,997,1252
726,156,685,1230,1576,233,1090,717,1122,261
146,118,1240,201,1103,213,844,1090,254,1342
407,146,1509,118,1514,840,233,211,985,261
319,65,992,146,118,231,844,1119,261,29
407,65,414,293,118,393,211,21,20,19
407,46,65,707,124,530,118,294,1119,14
124,530,1334,429,181,1013,978,274,985,11
22,13,300,836,499,452,1235,277,1325,840
726,407,414,503,713,206,48,985,262,19
497,1416,1194,129,47,213,1892,461,1119,725
407,42,43,379,220,141,1119,1108,725,1325
415,3,992,132,231,88,840,421,222,985
1194,65,146,207,118,1334,129,414,1021,476
1422,415,1416,706,530,687,316,48,78,999
415,124,497,468,132,618,1125,1087,1119,1425
707,0,65,702,354,112,713,684,277,19
726,156,1464,1013,1513,1420,997,144,1220,78
59,168,209,146,231,1324,321,254,1119,1173
995,3,710,9,240,234,530,49,841,13
42,407,156,1030,270,132,118,284,201,1173
19,497,407,20,836,47,717,476,825,17
281,726,263,231,198,978,487,251,499,1246
1908,1536,1029,129,840,206,503,1381,703,19
415,1003,59,414,724,132,300,308,261,1652
42,65,979,1124,146,1,168,294,1538,1766
726,30,149,530,183,532,231,1425,987,1173
1028,1030,263,841,1896,1029,1892,131,717,144
1119,377,129,1096,201,316,177,20,1093,322
707,415,1429,407,414,146,294,1013,978,717
415,3,726,168,841,146,393,274,1285,308
489,13,841,183,1509,1823,1117,144,308,476
1124,146,301,118,727,393,222,210,20,258
20,3,42,49,116,407,213,21,261,133
3,1194,49,146,301,530,1334,213,1119,11
3,284,727,1253,123,289,1221,20,309,1912
995,242,489,1230,146,1214,47,277,1342,999
407,65,1230,414,1013,393,404,206,316,319
726,250,1334,155,503,1513,840,1766,985,1325
407,1194,1424,65,146,223,414,294,1013,206
1003,852,168,13,1509,1125,231,47,308,999
407,3,261,146,687,118,717,538,144,258
1316,407,852,263,1368,231,1125,855,20,81
726,489,168,724,1513,997,499,487,121,987
47,895,499,106,997,444,717,1905,144,17
1316,256,13,168,263,1125,321,499,308,999
707,407,1230,1115,146,724,118,18,1119,1238
1003,146,337,170,231,709,982,211,1119,1087
407,65,1030,685,995,1429,1029,300,1013,261
1322,3,263,146,231,1015,276,72,277,476
49,146,1563,1370,118,840,141,1793,277,126
497,168,49,250,1509,470,499,476,45,126
1030,168,41,1029,155,201,487,646,308,1820
726,497,263,724,132,1117,461,476,725,144
1194,1007,49,263,231,501,452,277,1220,261
710,146,255,641,456,1228,501,840,346,476
489,234,1080,201,300,1006,144,121,854,1173
726,841,250,57,1080,530,1370,997,1855,476
415,407,20,181,1507,1090,1021,277,84,985
156,725,1230,59,987,997,717,144,1173,1525
242,1133,489,263,146,726,503,144,476,1325
707,1416,168,414,346,687,349,144,308,1525
407,726,188,1080,41,713,254,211,985,17
726,3,446,168,263,1029,499,997,1820,725
407,497,1194,65,132,250,118,840,393,258
726,65,263,992,231,181,1390,1766,277,999
407,3,1115,1129,220,1470,206,1434,1119,725
407,65,439,168,116,118,198,201,308,261
42,1438,763,146,530,1239,393,213,1892,1912
407,3,42,530,372,994,231,393,713,1325
1406,3,1003,279,113,1316,1117,20,586,261
726,489,127,146,414,1226,393,213,14,11
692,124,726,233,487,289,997,998,438,261
407,489,209,188,118,1370,300,1096,982,210
489,263,1251,250,1370,1125,1513,58,452,470
1218,530,132,1120,215,201,1272,213,20,21
726,466,391,1080,170,1513,997,499,1096,1325
407,49,215,530,1334,414,231,222,121,1238
242,65,3,414,1567,1436,297,865,993,274
1280,524,489,992,841,118,231,1509,20,261
242,1325,13,168,724,308,717,985,210,1173
979,707,372,337,321,254,1892,308,1279,701
489,183,13,168,724,414,487,476,987,261
726,407,13,168,1080,499,844,487,1173,17
407,65,124,146,709,181,1013,274,1274,231
282,1211,1022,992,414,118,146,1994,1643,43
261,65,1194,4,81,118,211,985,144,17
282,407,146,132,118,231,1513,717,1173,56
415,25,1003,13,724,65,9,256,47,308
415,65,3,1214,146,47,210,20,43,277
415,707,17,1429,1003,201,1513,129,131,1316
407,1371,530,118,1509,1091,840,210,725,1173
1003,183,168,530,263,284,1842,277,308,1252
726,1129,407,263,46,1636,118,1117,1507,692
407,65,20,146,1013,274,144,476,987,261
726,65,415,146,414,1013,393,1381,258,261
42,1194,65,414,146,288,231,1013,274,1325
726,489,118,1845,840,47,1820,185,1826,1822
3,263,414,132,146,47,131,20,1329,309
1003,162,59,168,201,60,487,470,144,1173
726,524,42,414,768,118,503,129,840,131
407,65,3,181,206,213,1293,998,985,43
707,1470,1416,1124,118,231,717,1333,20,1119
407,1003,726,1289,201,1117,48,985,308,1846
1333,146,223,1563,118,393,1119,144,261,476
707,124,407,1289,146,414,1348,321,1013,261
261,1841,168,188,231,1125,499,844,319,586
466,116,1509,118,393,213,1119,20,985,258
65,30,992,1334,146,198,901,1892,1119,1325
65,146,82,118,231,414,393,499,213,1390
1030,1727,1029,1728,840,1892,1087,717,144,10
19,407,112,118,181,88,1119,20,985,1347
1003,3,1125,155,1513,206,717,308,1173,81
65,49,146,220,1370,1013,1119,1217,1912,48
1129,1470,146,1080,223,1015,276,1333,261,1846
42,407,1194,724,146,118,1094,530,1892,213
761,1429,146,321,709,1994,1015,277,319,322
407,1438,65,1596,146,1289,46,213,1766,1021
726,1214,724,1289,168,1125,231,985,725,999
281,1186,489,1834,510,415,231,47,1154,586
995,65,530,440,709,1013,231,640,1766,210
1438,65,112,82,220,1314,1538,1766,1842,985
407,3,1173,1230,215,322,213,274,261,1252
407,1194,707,49,146,223,1119,133,327,700
1119,1425,476,992,207,1892,210,1108,985,1325
407,65,1230,132,118,181,206,717,20,261
726,345,1841,1636,1368,47,1623,144,308,987
281,17,261,168,1173,1080,1334,717,1342,221
407,65,1194,414,354,146,294,1013,840,19
726,1470,3,116,1119,181,211,185,985,4
407,530,146,118,994,414,181,210,725,1325
707,1194,763,414,118,1370,1226,526,210,1912
407,3,995,706,146,1015,1272,213,276,476
242,995,65,220,146,132,1370,201,1819,48
724,1216,1509,129,393,1892,101,144,308,692
42,65,3,1124,146,223,274,1119,210,261
407,415,149,414,1334,47,997,211,985,1173
726,440,132,66,687,1370,198,997,181,11
262,489,279,992,414,499,1090,997,987,261
506,407,42,1000,1145,1418,404,953,1119,508
726,65,407,1289,763,124,1013,393,1325,243
407,524,1198,685,146,414,717,1208,526,985
415,46,726,129,840,181,213,210,985,11
407,157,402,146,132,79,300,1145,1173,508
707,183,724,149,702,426,706,146,487,1892
42,65,261,146,1491,89,72,277,119,11
407,726,42,1003,220,146,201,211,985,1173
726,1438,146,533,118,215,713,101,1221,261
707,42,49,414,118,487,210,1238,1173,119
707,1396,263,132,231,503,47,308,261,476
1194,146,118,231,321,181,206,844,1119,19
42,1194,65,146,414,223,1,181,274,43
144,3,1827,146,231,713,1285,985,43,1119
157,65,1003,146,1,1120,915,1766,1425,308
169,1189,118,1,1410,862,276,393,20,999
3,65,1124,414,1194,146,1370,1892,206,37
707,274,168,713,421,619,717,998,1410,1131
407,3,1243,726,146,1334,497,840,1119,48
407,524,65,146,393,1892,210,308,985,261
995,407,56,270,870,233,709,321,1325,987
414,207,118,220,318,393,1513,20,1912,261
995,242,407,146,530,1370,1013,213,210,17
726,995,3,263,215,132,436,183,129,1513
13,852,30,841,47,1090,1513,997,144,17
25,1003,59,414,149,168,132,724,483,261
3,992,474,132,414,397,201,213,261,1173
497,1416,3,1003,198,836,131,48,1173,261
707,146,1,1103,728,1013,1119,20,258,1326
220,841,1334,122,181,254,1175,1892,20,261
995,1429,1115,261,707,1080,118,20,21,262
497,1028,724,215,1029,300,1513,840,131,717
17,685,59,112,1370,155,35,1902,1173,999
1003,1618,168,1416,188,155,129,840,1324,1087
156,407,685,30,985,233,640,308,262,261
1030,263,198,1845,840,1513,1087,717,308,985
126,1026,184,685,118,201,1513,213,1173,1316
414,118,294,181,958,728,210,21,11,20
