168,1425,476
1028,1029,717
1030,444,717
1028,1029,717
10,717,48
183,47,717
497,1029,840
112,1842,81
1030,717,144
840,144,476
1368,444,717
127,201,1892
226,717,1893
489,132,840
1030,717,1820
44,277,81
414,118,405
1003,155,144
183,397,1842
489,717,144
1028,1030,1029
1030,1892,717
1030,1029,48
446,1030,717
1028,1029,717
1030,1029,717
1030,1029,717
1028,1029,717
1030,1029,717
1028,1029,717
1030,1029,717
1030,132,717
446,1029,444
1030,1029,717
1028,1029,717
1029,840,717
407,213,43
13,47,84
1028,717,1820
1030,1029,717
1030,1029,1826
1028,1029,717
1028,1030,717
1030,168,1754
1028,168,48
1858,497,844
1029,1892,48
444,717,1826
2001,1029,717
446,1029,48
1030,1029,717
1030,1029,717
1420,131,144
1030,1029,717
1030,1029,717
407,1194,118
446,1029,717
241,1075,1503
345,124,487
1028,1030,717
13,183,440
1030,1029,717
1028,1029,1826
202,1003,168
393,844,1821
1596,211,985
841,1873,1173
155,713,144
1834,181,20
1030,717,1826
132,1368,987
1030,1029,717
489,840,131
1028,1029,48
841,717,48
1030,1029,717
1030,1728,717
1029,717,1820
74,277,84
840,10,717
1030,1029,1826
1030,1029,717
497,132,844
530,1013,393
1028,1029,717
1030,1029,717
25,1096,1173
500,997,133
1370,717,11
1030,1029,717
1030,144,1820
9,997,99
1029,1897,1892
1028,717,144
841,840,717
446,1029,717
132,47,717
1029,1892,717
1028,1030,1029
1030,1897,717
852,717,1173
997,717,144
724,1029,1173
1029,717,48
1030,1029,717
1858,1030,1728
1028,1029,717
168,144,48
841,250,717
1892,717,1714
1028,168,1029
1028,1029,717
1892,717,1826
497,168,836
1030,1029,717
446,846,47
263,841,717
1028,1030,48
1028,1029,717
47,717,692
1028,1029,144
1029,717,1826
489,47,717
13,82,47
59,201,1173
1028,1029,717
1030,1029,717
1028,1029,717
3,131,717
1028,1029,1820
717,48,144
1030,1029,1826
1511,1458,1063
1028,841,48
25,489,724
3,213,1793
149,724,231
1030,1029,717
717,48,1826
1030,1029,717
1028,168,144
1029,1031,48
183,717,308
189,1898,1400
47,717,17
1028,1029,717
1003,1096,1173
1028,1029,717
1028,1029,144
1028,1897,717
1030,1029,717
1028,1029,48
1289,985,692
1030,1892,1826
13,155,81
13,183,146
489,215,487
48,1820,1826
1028,1029,717
13,183,717
1030,1820,1826
1030,1029,717
1029,717,1820
1030,1029,717
1029,1820,717
1030,1029,717
751,1256,1868
1030,1825,1029
1028,1030,1029
500,131,1173
1845,1892,1852
1028,1029,717
1028,1030,1029
1030,1029,444
1028,1029,1892
407,717,692
1581,13,717
1030,1029,717
1028,1029,717
1016,1416,263
1841,48,1826
1030,1029,717
1030,1029,717
1030,1029,717
263,250,1820
250,1029,10
183,144,1173
46,118,213
1028,1030,1820
1030,1029,717
1030,1029,717
841,250,198
485,1892,1087
524,532,1898
1028,1029,444
1030,1951,717
446,1028,444
713,717,144
1030,144,48
1029,201,717
446,1030,717
1424,1119,999
1370,47,717
717,308,1173
1029,1820,1826
1230,1425,1480
446,444,717
1028,1029,717
446,1030,1754
497,168,144
1028,1029,717
1029,1820,1826
1028,263,144
1029,717,1820
1028,717,144
3,13,146
1028,1029,717
1028,155,20
1028,717,48
256,1029,717
446,1029,717
1029,1031,717
256,1029,717
201,1096,1425
1030,1029,717
1030,1029,717
263,1029,717
1892,1208,44
1993,1030,717
1030,1029,1820
1029,144,1820
1028,1029,48
1028,1029,717
1028,1029,717
13,442,277
113,82,718
726,13,168
1416,1368,1173
168,840,717
81,89,999
1029,717,144
841,836,840
1030,1029,717
1028,446,250
1030,1029,717
489,168,48
301,88,144
497,840,10
1334,1348,985
13,717,144
183,717,703
497,841,436
717,1826,1316
1030,144,692
1028,1897,717
1029,48,1826
168,132,48
1028,1029,717
1028,1030,1820
1029,444,717
470,1513,277
436,1892,717
726,1028,132
840,47,717
1030,1029,717
1028,1030,1029
1030,1029,717
840,997,1820
1028,1416,717
1416,47,717
497,844,144
1028,840,144
1030,1029,20
495,198,245
497,841,144
1028,1029,717
1028,1030,1029
1029,717,144
446,1029,717
220,1334,211
168,183,840
13,846,47
841,1029,717
489,198,144
1028,1029,717
489,168,717
1030,1029,717
250,1029,1826
47,717,800
162,129,840
168,724,717
1028,1030,717
1030,1029,717
1003,489,169
1729,131,48
446,1030,444
1030,1029,717
1028,1029,717
168,499,717
1028,1029,717
1028,1029,717
263,997,48
183,47,717
1825,1029,717
1030,168,717
1030,489,717
1028,1029,717
1029,1820,1826
446,1030,1728
1919,682,1915
1028,1029,1892
1030,168,1029
1029,717,144
1028,1029,144
724,1125,56
1030,1029,717
1825,1820,1826
1030,1029,717
1030,1029,717
840,717,144
198,211,985
42,407,393
840,717,48
168,840,144
168,300,1173
497,48,144
1693,1030,1029
220,1334,1242
497,132,131
1028,1029,48
1030,1029,717
717,144,1173
707,1827,1029
1030,1029,717
1028,1030,717
489,841,997
1080,308,1173
263,840,717
1328,1228,227
1030,1029,10
841,132,56
1029,717,1820
132,131,717
1030,2001,717
1030,1029,717
1028,1029,717
1029,1897,692
1030,1029,717
1030,1029,1820
1420,717,144
1030,717,1826
13,1951,47
1030,1029,1826
1030,1029,717
1030,1029,717
446,1029,717
149,1096,717
446,1030,1029
842,1029,717
717,144,1820
1030,1029,1844
1030,1029,1096
263,841,144
1028,1030,1029
1030,1029,717
1030,1029,717
415,1892,1842
1028,717,1826
717,654,1826
489,168,144
1029,444,717
1030,1029,717
1030,131,48
168,1425,987
848,499,17
717,308,1862
300,144,1473
112,132,844
1030,1029,717
1030,1029,717
1030,1029,717
717,48,1820
1030,1029,717
489,183,1826
183,1513,1096
25,1003,149
263,717,48
1029,717,1820
1030,444,717
168,250,717
320,1164,1892
852,1029,131
1028,1029,717
149,131,1173
1030,1029,1819
1030,1031,444
497,168,997
1028,263,48
1753,840,717
1028,1029,144
1028,1030,717
1028,1029,717
1028,1029,717
1030,1728,717
263,48,1826
622,1030,717
1766,14,243
1029,1820,1826
1028,1029,717
1194,146,20
1028,1029,48
1030,1029,717
446,1029,717
407,46,213
1030,1029,444
127,841,132
263,1820,1908
1028,1029,717
1028,717,1826
263,840,717
726,42,458
17,47,19
1028,1029,717
1028,1029,717
1028,1029,717
2002,1029,717
726,840,48
446,1028,1029
1030,1029,717
489,1030,717
1030,1029,717
1030,1029,717
726,48,126
263,841,840
1030,1029,717
446,198,129
841,1029,840
1028,1029,717
1030,1029,717
1030,1029,1908
841,198,840
1030,263,717
841,250,840
1030,1029,47
263,198,840
1029,1897,717
1030,717,1826
1029,840,717
1030,1029,717
1030,717,1826
183,841,144
1029,717,1173
65,116,414
1028,1029,717
1029,1897,1826
1028,1029,717
1028,1029,717
1030,1029,717
1030,48,1826
1028,1029,717
1028,308,1173
168,132,144
183,10,717
1030,1892,717
497,852,840
1030,1029,717
840,717,308
1028,1029,717
263,1865,1029
1030,1029,717
497,263,48
444,1820,1826
1028,1030,1029
1030,1029,1820
1030,263,144
1194,146,20
168,1080,690
1030,841,717
1028,1897,717
1030,1029,717
1728,444,717
415,35,277
446,1029,717
1030,1029,717
1029,1892,717
25,1003,149
497,840,717
47,840,717
1030,717,144
146,47,717
25,1003,1173
168,250,1029
168,1029,1820
1030,1029,717
1030,1728,717
132,717,308
263,717,144
13,1119,17
1030,1892,717
1722,1028,1029
446,1030,717
1028,1030,717
1029,717,308
841,840,997
1728,717,1751
446,717,1820
256,1892,717
168,717,725
1029,717,1173
263,717,144
1028,1029,1826
1030,1892,717
1028,1029,717
1030,1029,717
1030,1029,717
1028,48,1826
841,132,250
470,35,84
13,1821,476
1028,1030,263
168,250,840
1028,717,48
352,263,840
497,144,854
1030,131,717
1030,1029,717
89,99,261
1030,1029,717
354,155,47
183,1368,987
132,840,487
1028,1030,717
168,201,1173
1029,717,1820
183,1103,712
1029,1892,717
270,1029,1173
979,1007,1
1028,1029,1892
1030,168,717
1029,840,144
1028,263,840
497,840,144
489,717,144
1030,1029,717
13,1416,183
263,840,717
840,47,717
1030,717,17
9,841,99
112,1889,88
1030,188,48
1028,1029,717
41,35,99
81,89,999
446,1029,717
446,1029,717
1028,1029,717
1030,1728,717
407,118,393
1030,1029,717
65,1003,1513
202,149,220
1029,1897,48
446,1029,1820
446,1030,1029
1030,1029,717
717,1820,1826
841,840,1820
1827,1029,840
1030,841,144
1030,1029,717
263,841,20
489,717,144
669,1851,671
183,146,1593
841,131,476
1030,1029,717
112,88,1793
1028,250,48
1030,1029,717
1115,146,1173
1825,1029,444
263,144,48
836,717,1820
1028,1030,1029
1029,717,144
1030,1029,717
256,144,1820
1030,263,717
489,168,724
13,844,1902
1030,1029,717
1030,1892,717
1030,1029,717
263,198,48
1416,717,1173
1030,1728,19
1030,1029,717
1030,1029,717
1513,308,987
118,198,840
1030,1029,717
263,836,997
1602,59,1427
840,725,1173
1030,1029,717
1030,1029,717
1030,1029,717
1030,1029,717
25,414,210
42,46,407
168,215,717
489,1368,476
1028,1029,844
446,1028,717
1029,717,1826
155,201,277
263,250,717
1030,1029,717
1892,717,476
1030,1705,717
281,132,1898
1030,1029,444
198,226,245
1028,1029,144
168,1513,1425
1194,146,20
3,717,43
1030,1029,717
42,263,1381
132,131,717
1030,1029,717
446,1030,717
1028,1029,717
13,841,499
497,840,144
129,485,717
59,155,982
1028,1029,717
1951,840,17
407,42,116
446,1029,717
1028,1029,717
1030,1029,717
25,132,300
717,144,1820
1029,717,144
1919,1915,681
442,47,717
1028,1029,717
1028,1029,717
1030,1820,1826
1030,1029,717
1028,1029,717
1030,1029,717
1029,48,1826
1028,1029,717
1124,1175,1817
1029,131,717
1028,1029,48
132,840,717
1030,1029,717
536,201,717
1028,1029,717
1030,1029,717
1028,717,144
1029,717,144
263,1029,48
1028,1029,717
717,1173,986
1030,1029,717
13,1368,126
263,840,48
1028,1029,717
1030,1029,717
1030,1029,717
183,146,47
446,1727,1031
446,1029,717
415,77,81
1897,1892,717
1206,685,426
1030,1029,717
1030,144,1173
1029,131,717
1030,1029,717
446,1029,717
1028,1825,1029
1029,717,1173
1029,717,144
1030,1029,717
1028,1029,717
1028,1029,717
1030,1029,717
1030,1728,717
1993,1029,1031
1728,717,1893
841,1029,476
1030,1029,717
1030,1029,717
1030,1029,717
1028,1029,717
489,717,144
489,840,717
446,1030,717
168,841,717
1030,1029,48
1029,1728,1031
183,146,499
1030,1029,717
1230,149,1368
497,198,840
1028,717,1826
446,168,48
1820,1826,1908
848,717,692
1028,1029,717
13,47,1316
189,34,177
1028,840,717
1124,308,1817
446,1030,1029
841,809,1873
1028,1030,1029
263,198,844
1028,263,841
42,118,1484
741,66,88
1030,1029,717
840,717,144
726,1029,717
263,717,144
1115,861,985
489,1030,1951
1029,717,1826
1030,1029,1892
1825,1826,126
1028,1029,1775
1029,717,1820
13,836,1892
446,1030,717
446,1030,1029
497,263,250
1028,1029,1892
13,47,717
168,1029,48
1029,444,1820
1030,1728,444
1028,1420,717
1030,841,144
1416,20,1826
446,1368,1029
707,1855,1326
717,1820,1826
168,717,144
1030,717,1826
848,1029,717
318,319,703
250,198,503
1028,1820,1908
1030,1029,717
846,442,717
168,1029,840
1029,840,717
1028,1029,1775
446,1029,717
1028,1029,717
1029,717,1820
1028,1029,717
65,717,20
2001,840,717
446,1029,717
168,1029,48
1028,1029,717
1028,1030,263
497,717,1826
497,840,144
717,476,144
201,499,717
1007,955,277
497,840,144
499,717,476
1030,1029,717
250,1031,48
497,840,144
1028,1030,1029
1029,198,717
1028,1030,1029
183,308,1173
263,1029,717
487,717,144
489,840,322
1030,1029,717
47,717,1826
1030,717,1826
1003,1416,1173
1334,717,1246
446,717,1820
1029,717,144
446,1028,717
1030,717,1826
47,717,144
446,1030,717
446,444,1893
1030,1029,717
183,1884,987
1002,1808,681
446,1030,1892
250,1029,717
1030,1029,717
1028,1029,717
1030,1827,1087
188,717,1173
407,1438,1289
215,841,717
1030,1029,717
1028,1029,717
1881,1836,717
13,47,19
1028,168,1029
168,1029,717
1030,1029,1826
497,840,144
622,1030,717
1125,1381,487
717,144,1173
1028,1030,1029
1028,1029,717
1028,1029,717
132,1029,717
1030,717,1828
98,1317,45
1029,444,717
726,201,1173
840,717,144
1028,1029,717
1030,1029,717
1284,1390,1252
1028,1030,1826
848,717,144
1030,1029,717
1030,1029,717
168,1029,717
446,1030,717
1028,1029,717
1030,1029,717
1214,183,998
1416,1103,155
1120,718,50
1230,997,277
1028,1029,717
1030,1029,717
50,84,99
1028,1029,717
1416,168,997
1030,717,144
215,48,126
25,149,56
1028,1029,717
1030,1029,717
1030,1031,717
407,466,124
1030,1029,717
1030,1727,717
1030,1029,717
215,198,131
497,841,717
1029,1031,717
1030,263,1892
1029,717,1826
1029,47,717
1030,1029,717
1028,1030,717
13,183,47
215,132,1901
1030,444,1820
1030,1029,717
263,841,47
1030,1029,717
840,1892,81
1028,1029,717
13,846,476
1030,1029,717
1029,48,1826
1028,1029,198
1030,1029,717
439,836,997
415,35,808
263,1029,717
1029,717,48
1030,1029,717
1030,1029,717
1030,1029,717
1030,1029,717
499,997,17
129,717,144
1030,1029,717
726,497,168
1892,717,712
841,840,997
1030,1728,1031
1230,717,308
1028,1728,144
1230,168,717
59,168,48
1030,1029,717
1029,1892,717
270,997,126
1030,132,1029
1029,444,717
1028,1030,1029
1028,1029,717
13,841,1794
263,1029,717
2002,1892,717
1028,1030,1029
1030,263,717
1028,1029,717
81,89,999
1030,168,144
1028,168,436
1820,48,1826
1030,1029,717
1416,717,144
1030,1754,717
13,567,82
446,1029,717
13,1030,717
1030,444,717
48,308,1173
168,717,308
1028,1029,717
414,118,985
524,530,1509
168,263,131
1029,1728,717
1892,48,1826
497,263,717
717,144,252
1028,1029,717
25,149,1368
1030,841,840
1028,1029,717
3,65,20
1030,1029,717
1028,1030,1029
124,183,277
1827,840,19
1030,1029,717
30,132,1173
1028,1030,717
1028,1029,717
25,183,713
1028,1030,1826
1030,1029,717
1028,446,717
1030,1029,1826
1028,48,1826
1030,717,144
1030,1728,717
162,844,717
1028,1030,1029
1030,444,1820
1030,1892,717
168,713,717
1030,1029,717
840,48,144
13,840,47
1030,1029,717
1030,1029,717
1030,1029,717
1030,1029,717
1028,1029,144
263,132,277
1030,1029,717
1030,1029,717
1030,1029,717
407,46,499
1028,1029,717
263,131,717
1030,1029,717
1028,1030,1029
1030,1029,717
144,725,319
1028,1029,144
263,132,840
446,1030,717
1030,1029,717
446,1029,1819
841,250,131
1029,717,1220
1028,1029,717
1028,1029,1826
1096,987,56
1029,717,144
1030,1029,717
1030,1029,717
840,717,17
1030,1754,717
1030,1029,717
1028,1029,717
1028,1029,444
1029,1820,1826
1030,1029,717
1029,1031,1826
1003,201,1173
242,489,1826
1028,263,840
446,1030,1029
1030,1029,1820
841,840,499
1028,717,144
722,1073,177
446,1029,717
1028,1029,717
446,840,717
263,250,144
1030,1029,717
1029,717,1893
1029,717,1826
168,144,1820
132,444,48
1030,717,1826
1028,168,717
270,118,1892
1028,1030,1029
168,1420,717
1029,1031,717
124,487,277
446,1028,717
1028,717,1826
1892,717,144
168,487,1425
840,987,1316
1030,1029,1826
1030,840,144
1030,1029,717
726,1368,308
1030,1029,717
777,1030,717
30,489,131
1030,1029,717
1028,1029,717
47,4,1119
489,476,308
168,717,308
263,48,144
263,131,17
1030,1029,717
446,1827,126
1028,1029,48
1029,840,717
1029,300,717
1030,1029,717
1028,1029,717
1030,1029,1820
1028,1029,717
183,959,1892
1003,1030,60
1028,1029,717
1028,1827,717
489,840,717
489,13,840
132,840,717
497,840,717
1030,1029,717
1030,444,1826
407,1029,717
1003,717,1826
1030,1029,717
1028,1029,717
1030,1029,717
1029,717,1820
497,840,717
841,250,20
1030,1029,717
1028,1029,717
1030,1727,1826
168,144,48
1030,1029,717
1030,1029,717
168,1892,308
25,149,1368
500,840,462
1030,1029,717
1030,1029,1826
1028,1029,444
407,393,211
1028,1030,1029
848,1029,717
1030,1029,717
724,308,1425
1030,840,717
499,997,717
1029,717,1820
768,1819,347
1230,149,1096
446,1029,717
1028,1029,717
848,13,685
1028,1029,717
1030,1029,1173
13,250,717
1029,717,1826
779,426,440
1825,47,717
168,1029,144
1029,1031,1826
1028,1030,1029
1827,1029,47
1030,1029,717
129,277,0
622,1030,717
1028,1030,1029
1029,1821,717
1030,1029,717
59,149,759
1028,717,144
1029,1820,1173
1029,717,1173
242,281,436
1030,1029,717
1030,1029,1826
487,717,781
1030,1728,1031
1029,444,717
446,1030,1029
3,489,717
1028,1029,717
168,48,144
183,116,717
1030,1029,717
1030,1029,717
1030,263,322
1029,1892,1820
1030,1029,717
841,1897,717
1028,1029,1820
415,35,1842
1030,1029,717
1028,717,1826
446,444,717
1028,717,1820
1030,1951,1819
13,840,717
446,1030,717
1030,183,1826
1030,1029,717
1030,1029,717
1030,1029,717
1030,1029,717
9,841,436
1120,1021,985
1827,263,1029
1897,717,1826
13,1030,717
1030,1029,717
1001,14,405
47,393,1513
1029,1820,1826
241,35,1090
717,1777,1820
1030,1892,717
1013,213,43
132,499,717
1028,1030,717
168,436,144
497,263,144
1030,1029,717
1030,1029,717
1030,1029,717
1030,1029,717
1416,1030,717
1030,1031,717
1030,1029,717
1030,1029,717
2001,1069,1793
1030,1029,717
42,168,48
1416,1368,1173
451,183,731
1028,1029,48
1462,1193,84
1030,717,144
1028,1029,717
1029,1897,717
13,47,717
168,1029,48
146,717,17
1030,442,717
1030,1029,717
168,155,725
1030,1892,717
497,1827,840
1028,1029,1819
1028,1029,717
13,1030,717
446,132,717
1030,1029,717
1145,1173,692
848,1905,717
1120,35,84
263,841,220
489,717,144
129,1513,144
1030,1029,717
1028,444,717
1028,1029,131
497,717,144
440,1892,844
1028,1029,717
1030,1029,717
47,717,476
1030,1728,844
1194,414,118
155,717,1173
1028,1029,717
1030,1029,717
1230,494,1324
1030,1029,717
1271,442,1320
1028,717,1173
1028,1029,717
446,263,1826
3,717,476
1028,1029,717
1030,48,1173
263,717,144
1029,717,144
1030,1029,717
1030,444,1826
1827,131,717
1028,1030,263
3,213,717
1029,308,1173
495,198,245
717,1820,1826
46,1173,19
407,294,11
13,1030,84
1030,1029,717
446,1029,1728
1030,1029,717
726,852,1173
1312,440,1317
1030,1029,1820
2001,1029,717
1029,1892,717
848,1029,717
1416,485,1096
1030,1029,717
1028,1030,1029
446,1029,717
1028,1029,717
717,1820,1826
1851,1892,717
1120,840,99
1820,1826,1908
1030,1029,717
1230,231,1173
1803,569,1808
1030,485,809
1028,1029,717
13,1030,47
1030,1029,717
13,183,1030
1230,717,144
1125,717,308
859,844,262
841,717,1820
25,1030,717
1194,146,717
836,717,144
415,35,277
1029,1031,717
1030,131,717
13,841,155
840,144,1820
1030,1029,1820
170,1892,1820
446,1030,1826
489,263,717
1029,48,1826
1028,263,144
1030,1029,717
1028,1029,717
1030,1029,717
1030,1029,717
1028,1030,717
446,1029,717
1289,210,985
1028,1029,717
1029,1820,1826
170,1029,1173
1028,446,1030
1028,263,198
1028,1030,1029
1028,263,144
1029,717,1820
1897,836,144
42,49,1817
1030,1029,717
2001,1334,1246
1030,1029,717
1028,1029,1826
497,168,836
1030,1031,717
995,1686,1029
707,146,992
497,717,1820
1028,1029,48
13,47,717
1129,112,269
1030,1701,444
1030,444,717
489,840,499
132,487,717
444,717,1826
1030,1029,1031
1827,1892,1873
1029,717,1826
1030,1031,717
1030,1029,717
1028,1030,1029
1028,263,215
1030,1029,717
281,231,126
1030,1029,717
1030,1029,444
1030,1029,717
178,226,717
1030,1029,717
3,489,201
1030,1029,717
1028,1029,717
1030,1029,717
3,1416,717
717,144,48
1028,168,144
407,49,213
1029,717,1820
1028,1820,1826
840,1892,1173
1028,841,48
1827,836,44
1030,1031,717
1030,1029,717
726,1173,1826
13,47,81
1028,1029,717
21,227,133
1029,717,1826
1028,1029,717
1030,1029,717
1028,1029,717
263,129,840
1030,1825,1029
197,1844,1814
446,1029,717
263,47,717
149,1368,308
183,168,47
15,131,717
132,1951,1173
254,1119,1107
1028,263,1029
446,1029,444
506,149,183
250,1029,717
263,1824,1826
1030,444,717
1030,1896,444
1030,1031,717
1416,1087,1173
1029,1897,717
132,436,1087
841,250,48
426,47,1905
1028,1029,717
1892,717,308
13,146,717
1028,1029,717
446,1030,1029
1028,1029,717
1030,1029,717
1820,1826,1908
1028,1029,1775
1030,1029,717
1028,1029,144
1030,1029,717
168,10,144
146,213,953
1028,1029,48
1028,1029,717
1030,1029,717
996,1000,406
1993,1029,717
1030,1029,717
666,9,112
263,840,48
1424,65,118
1030,1029,717
489,132,840
400,47,164
1030,60,717
1028,1030,1826
1030,1029,444
1827,724,987
1030,1031,717
168,436,840
1825,717,1826
1853,717,81
1857,1842,999
168,870,717
168,250,840
1028,1029,717
1030,1029,717
713,60,1425
1028,168,144
13,442,1892
777,446,440
1030,1029,717
1028,1029,1826
1028,1029,717
446,1825,1826
281,810,88
1000,1001,709
168,717,1173
183,1851,1842
1398,118,213
497,1979,144
1028,1029,717
250,198,840
1030,1029,1728
155,717,56
1028,1892,48
13,840,56
1028,1029,48
446,1030,717
497,13,717
1029,131,717
567,112,88
1028,1030,717
1029,840,717
132,47,717
1030,1029,717
717,1870,1826
1030,1029,1820
929,913,916
1003,1368,210
841,717,692
489,836,499
149,1892,1173
250,717,144
1028,263,1892
112,41,840
446,1030,717
1416,1425,1173
1028,1029,717
1003,131,144
1003,724,717
444,1820,1826
1028,1029,717
25,724,132
13,717,20
1030,1029,717
717,144,308
65,112,692
497,129,144
848,1103,131
1030,1029,717
1030,1031,717
1028,717,144
497,1030,1029
2001,82,831
1029,717,48
1030,1727,717
168,717,1173
1029,1728,717
1030,1820,1826
446,1029,717
1029,717,1826
680,1233,1915
1096,717,1173
1029,1892,717
1030,1029,1031
1028,1029,717
1028,1029,717
1030,1029,717
1030,1029,717
1030,168,717
1030,1029,717
168,1892,717
1030,1029,717
35,1020,277
1028,1029,717
489,300,499
1030,1031,717
497,263,198
1028,1029,717
1030,1029,717
1029,1820,1826
848,183,47
1028,1029,717
1825,444,476
1850,15,1793
1803,567,1892
1030,131,717
1028,263,144
1030,1031,717
1029,717,1820
840,1420,144
1030,1727,717
1029,717,1826
1756,1031,1892
1030,1881,717
1858,1030,717
168,841,717
263,1029,1728
215,1898,499
446,1029,717
250,717,1826
1030,1029,717
42,118,48
489,1029,717
458,487,144
497,144,692
1951,47,717
1030,1029,717
300,144,476
1028,1029,717
1028,1030,1029
512,1509,1284
1124,687,43
1028,717,48
13,263,146
446,183,717
1029,1820,1826
1030,1820,1826
1030,1029,717
1028,168,1420
1030,1029,717
1524,862,999
1028,1029,717
168,841,144
1030,717,1826
65,13,243
1030,1029,717
1028,489,48
1892,717,1826
717,1820,1826
1030,1029,717
1030,1897,717
1030,1029,717
1029,1820,1826
183,47,717
1827,717,144
1028,1892,48
489,717,144
1029,717,144
1030,444,1893
1029,1728,1173
1028,263,1029
1030,1029,717
250,131,717
1825,444,1826
1029,1820,1826
1489,374,1070
1030,1029,717
1028,1030,717
1324,476,1173
42,132,717
1820,48,717
1029,717,1173
1029,717,1826
168,841,717
1030,1029,717
840,131,717
1028,1030,263
1030,1029,1728
1028,1030,1029
13,426,836
88,84,81
1030,168,48
489,168,1324
188,155,487
1028,1030,1826
446,1030,444
1030,1029,717
1030,1029,717
1030,1029,717
1030,1865,1029
1030,1029,717
1029,717,1820
1028,717,48
1029,1728,1826
502,1029,717
415,277,84
59,144,725
