713,1587,1767,297
1173,951,526,1250
48,1588,1956,1039
684,1156,364,1143
1028,1347,1241,984
48,782,1848,1646
168,214,486,355
503,1268,1856,511
1846,1913,1537,1371
1892,1801,110,767
1826,1826,1670,511
168,1493,29,1767
1581,318,1348,1466
1820,1249,799,223
500,320,1326,415
13,223,80,1643
1087,303,314,448
256,1801,280,498
3,152,1098,224
263,351,568,1343
1028,1581,384,904
1096,1590,966,495
487,854,1241,1887
840,1294,1403,279
768,1404,678,1374
48,727,1603,706
1732,243,1784,1494
1827,720,1021,255
1230,1346,795,1066
1416,63,1356,1271
256,504,244,1160
1826,1349,627,84
1841,469,991,1429
1028,1741,433,1072
131,1317,1769,887
118,1996,875,1549
1013,1888,1512,842
500,1804,1861,1224
1031,314,646,1960
32,253,823,512
10,1779,199,893
1173,1552,1898,276
455,1127,1548,1924
1819,824,860,427
1820,1680,1909,808
1826,1091,1748,531
497,731,1180,302
713,1426,543,1138
1908,1794,2000,513
455,39,681,923
1825,240,1380,496
442,1708,958,52
1031,1105,1004,1285
1028,1522,585,1412
841,1864,16,972
300,734,90,1563
263,1566,396,662
499,1192,1206,23
1247,726,1521,1427
501,1130,133,397
1328,1111,676,651
240,676,366,442
60,425,511,1723
42,1878,1789,634
1031,1635,1240,395
263,714,849,259
1825,567,684,151
1893,724,547,187
1728,1920,1523,1119
685,1630,1329,427
997,322,1315,239
89,1990,1356,1384
48,504,1254,1580
1087,593,1659,927
501,335,474,1907
48,821,491,178
1031,401,1299,546
982,1482,8,1923
1316,1430,1729,591
263,1965,1785,629
76,1177,762,1650
1090,870,1460,1595
126,410,1385,1504
1822,1364,1597,1881
144,370,1584,963
1908,1714,1040,292
1914,1952,1353,279
308,1014,787,859
50,1043,161,1820
1820,1520,142,1912
1410,932,1938,1755
497,351,505,587
1028,1380,1449,1164
1543,1086,1890,1644
1842,390,800,1470
1728,1385,1973,1063
2001,1925,1089,1193
444,1221,1515,573
1028,416,690,481
1087,76,1704,533
1825,1220,1786,1646
712,1923,44,1333
89,1610,344,748
313,1394,1384,176
1728,1250,61,460
444,1331,860,1453
1028,235,1894,328
48,1478,1286,342
1728,1571,171,1197
263,903,1233,1991
497,26,641,36
1400,703,877,1059
497,112,1616,403
1578,1538,794,352
848,1806,590,97
841,312,1861,745
131,1612,596,1397
1028,744,1686,864
1427,1049,1695,1273
284,191,889,1357
1728,271,1143,197
1571,1298,278,1925
1820,1939,1919,958
1827,681,1045,1618
446,1514,1186,765
95,787,899,242
209,511,340,911
841,1353,1620,73
1026,5,1219,842
1897,217,1132,1786
47,385,1804,1110
405,823,141,822
1826,886,1607,1151
1827,923,1790,72
444,1261,1408,1622
1826,313,612,644
1028,175,1545,691
841,1233,899,596
497,797,564,1979
30,785,1726,450
131,1936,1962,1424
48,1801,1158,63
59,1031,1299,85
1754,614,661,295
716,68,1296,491
840,1682,1339,1641
725,1362,1188,589
144,877,1650,74
131,1737,486,671
1808,55,538,995
146,593,629,659
1582,1490,1567,698
1826,992,1515,1438
1031,314,1312,923
1728,1866,1408,1988
1820,1683,716,519
1826,1403,1583,437
250,1279,182,1592
1028,157,1659,976
844,255,102,1644
1028,479,686,830
48,815,1055,1375
1329,1273,1309,1383
836,1336,1479,1915
725,1865,1761,861
476,1708,276,1381
1858,145,1333,1187
215,483,1927,1104
1372,381,354,104
1028,1659,885,1954
685,1188,337,1679
1654,407,236,624
848,1989,191,1539
48,413,1428,776
1820,644,701,671
48,1140,874,419
497,245,1332,881
724,1459,774,251
1028,383,896,437
201,287,620,1422
1793,1161,473,1529
479,1917,809,1595
1826,1174,845,528
444,1833,197,1127
841,521,577,21
841,265,1573,191
840,797,1188,161
215,1650,2,707
1907,1578,733,270
987,991,303,847
1541,1389,1334,500
497,772,587,331
315,1652,1005,134
713,723,1597,1713
213,635,851,1374
263,1974,289,932
146,770,625,1309
1820,663,165,1215
218,1816,820,419
436,1008,400,167
215,342,969,739
1893,1201,1435,466
49,1211,70,1255
1324,1133,830,575
458,349,362,1024
497,313,9,520
485,741,1828,759
1819,867,1103,1073
852,1989,1331,370
168,794,1955,1682
446,1852,648,1385
1028,422,1116,37
485,1587,1355,482
499,1646,799,342
1826,1139,1801,1564
426,1928,1514,1790
1028,360,1314,970
457,1734,158,129
444,204,1043,1376
1728,1658,1238,905
446,246,752,421
997,1264,1155,564
1892,287,368,1446
129,1646,609,1577
1031,1306,544,214
1080,293,1656,1792
1827,57,1129,166
1173,1100,1051,180
308,820,1559,783
1117,1405,419,625
144,1860,1495,966
1728,1215,703,1019
1892,649,1146,296
220,396,1474,1688
503,339,26,385
1218,659,290,1846
713,340,1765,1476
1576,415,1744,50
844,336,668,583
1299,143,298,1253
489,1373,1867,1034
1028,467,427,1769
836,666,1925,1926
1173,1260,621,119
1853,1401,1115,856
177,1266,150,687
48,178,520,31
1873,141,62,1829
144,1630,408,652
1416,294,1697,1578
1416,260,910,1383
1835,80,1451,1421
713,924,1132,761
491,1938,364,1849
2002,891,1025,585
1080,1482,432,944
48,1358,1447,1094
1862,1802,1883,1356
1905,1602,763,1642
916,1825,1640,916
1820,28,1930,1745
1028,794,736,934
1842,1709,225,1992
263,564,1546,581
444,1325,1905,1393
198,361,1011,61
1031,975,813,1510
32,1711,1867,1691
836,994,233,484
131,142,1189,441
500,1822,830,337
47,1568,1407,632
852,516,434,695
1728,1698,954,1620
1251,602,1837,313
1028,357,698,255
502,539,695,323
201,1601,1889,1356
261,1144,661,1293
47,1923,1023,1238
1576,1945,60,549
955,444,1494,1385
1728,1152,885,129
844,409,256,1875
48,996,871,661
1425,302,1590,862
446,1421,1965,1423
497,497,371,1179
1728,1833,1556,1390
47,283,1398,927
308,154,981,413
1125,1554,850,318
398,1194,1572,151
991,909,202,560
1173,1412,53,1604
1857,1032,1485,1098
1897,780,1473,243
841,1571,1489,1049
1727,1125,1001,342
1028,564,1288,1137
1728,1221,1530,1382
1370,167,1123,1327
48,1839,797,1869
1416,385,408,876
1820,804,328,1930
1820,675,1556,1784
444,1803,218,542
1820,652,1957,1250
466,1050,1733,1769
1820,1180,246,1548
131,1838,816,582
468,1155,623,1775
144,1248,768,287
831,204,1856,1660
1705,859,188,1115
1416,109,991,626
502,1050,1206,1864
1728,64,646,1106
1892,1629,897,1584
518,1335,1952,391
1825,1655,133,761
144,1664,356,849
1727,628,466,615
1087,1563,1951,1079
35,891,1112,196
132,1789,748,771
263,1437,667,1862
713,1165,814,1280
131,1417,535,1036
970,1484,1772,1701
1348,1771,1298,971
444,884,452,1442
1388,1290,727,883
203,783,920,1689
1246,792,1795,552
1087,984,187,193
1211,979,1599,580
446,379,1192,459
444,775,1187,282
1820,1141,628,238
215,570,1149,1603
489,1097,173,1979
144,1225,1560,1711
1728,1282,1839,75
446,1804,240,1506
403,1723,137,3
204,998,1062,1384
1317,1961,775,1834
1028,280,1960,1726
1028,1803,207,432
207,1288,1409,1821
1916,196,335,1416
1115,1650,1154,113
444,1112,1766,1505
1827,15,350,880
144,53,340,1724
444,1066,920,709
1826,1570,1436,176
1178,284,175,871
242,940,756,1401
489,1432,1883,1082
215,1590,1413,1918
263,233,1279,926
261,544,832,1532
497,590,116,404
300,1784,452,1542
1028,1558,505,1203
131,181,1448,525
1031,1209,70,394
1827,681,1848,1720
168,1291,1946,947
48,1999,1275,268
692,417,325,1091
131,451,1072,760
1609,300,146,1780
1908,1114,112,528
1728,629,1600,1692
284,1073,370,1456
168,153,1479,560
1908,784,582,792
42,916,397,1251
444,718,745,1534
238,1349,1203,1475
841,315,1684,1836
1820,774,1452,824
1342,370,882,766
444,758,186,1886
1754,59,126,1754
497,776,955,1818
446,1105,1258,620
1096,1504,101,1722
156,871,409,1900
1897,1808,1011,1183
470,318,1917,916
288,1372,1366,1915
1827,1877,552,1517
1416,641,709,1365
155,259,1638,1637
48,1276,817,1973
1897,18,130,1966
48,480,1872,1914
446,864,642,619
132,604,1441,891
168,359,869,1431
294,493,730,1932
1892,1759,120,114
1951,321,1745,1833
726,479,303,1617
48,1651,1010,1652
100,1643,1153,1324
25,659,153,1224
1825,1583,1628,1648
1635,42,1181,204
47,648,1364,110
300,1810,1761,34
415,737,580,269
1028,506,161,1673
250,1587,939,872
48,1726,889,103
1827,784,700,806
1028,1934,855,1241
48,761,1009,1234
809,1166,1746,1387
1416,455,50,967
1173,1246,1574,1902
1820,1377,410,1895
436,1035,1573,1776
261,1272,1088,1144
1826,759,1418,933
256,1848,708,620
777,826,642,240
1820,261,1485,150
156,235,404,944
47,813,558,1289
446,1255,1515,262
1028,498,814,617
446,1502,1045,1622
48,1608,1307,545
250,1398,301,1251
708,147,1322,652
1251,1622,1114,465
1031,1248,648,1479
680,1013,1853,159
206,508,462,1408
371,920,1529,1007
1233,640,1642,1771
997,710,1319,1283
985,1950,483,1580
59,447,363,457
400,814,1039,1633
841,1617,1253,1408
263,903,671,1419
284,1552,1307,1901
1351,89,286,1486
41,1814,1848,226
3,921,888,1386
1028,892,1942,1912
48,1116,1970,631
250,1027,1456,1818
1822,1679,304,1499
997,622,1234,805
231,1201,1946,224
1897,96,1526,1866
1892,1832,849,333
1028,1818,676,1088
1325,1910,309,686
1028,387,1786,1019
724,1379,616,399
48,1417,1712,1289
1825,149,924,92
848,680,683,598
251,1890,758,89
1820,1365,709,1614
1194,1871,1468,1377
1087,793,1198,1094
856,255,1525,1613
1028,1952,1560,621
1822,692,1168,1704
1819,1722,1054,65
1908,750,1445,1925
42,723,1788,890
987,373,1489,1555
42,174,205,130
713,884,770,863
56,1239,1396,1117
1855,1449,1956,1958
446,86,223,1379
1825,688,589,1633
725,1619,1295,1617
124,593,1994,114
841,655,1375,567
446,171,1402,1430
48,750,1621,748
1728,1690,626,1358
841,1360,1067,1693
250,787,1164,1672
263,104,1795,745
840,80,1020,593
1028,1607,1654,1389
446,1984,1122,239
168,141,794,1274
129,1038,1721,7
500,228,700,268
446,1168,604,1859
1230,1960,974,1140
1028,1430,1917,175
1252,1019,1972,1933
1028,839,128,1601
1820,1590,490,982
128,218,237,625
1902,202,36,1466
48,1163,347,1743
56,555,786,1412
155,1307,1670,1812
1239,679,1114,1357
59,721,141,1253
1821,1789,1390,199
48,1781,266,981
446,61,467,229
308,139,335,936
308,1600,23,745
485,1065,141,1634
144,607,216,1744
1702,980,1647,12
1028,1415,543,1542
1820,1481,1242,1279
156,1447,221,832
1028,1159,812,1619
168,980,1346,1697
725,295,1147,1009
444,224,1133,1895
1897,902,465,403
446,1207,1567,1989
1230,647,781,736
819,1926,375,1320
201,1318,1974,1976
503,1238,1252,1268
1021,772,1933,1477
1908,1563,1354,1140
1892,1082,305,1413
446,368,1518,423
215,1689,303,864
146,1304,152,652
444,457,385,164
692,1058,1107,332
1820,375,242,1850
1820,773,297,1755
1125,1076,774,687
156,1987,1371,1519
1754,238,1344,1988
497,1243,364,1770
2001,8,143,327
48,820,1930,1549
1536,1351,471,66
444,1584,1732,1141
1820,1699,1860,246
1503,1848,761,602
1485,849,1146,319
1820,740,1769,1389
1063,853,1260,1976
48,1756,1188,1114
1028,1371,1681,790
1370,626,533,1547
124,1940,1273,1814
48,1140,341,1089
258,1024,1585,1005
709,1051,164,533
724,570,1722,860
1885,699,1294,1850
1028,1498,807,1181
1897,1071,1148,690
59,1941,1721,1010
124,1821,1614,246
126,1059,1553,642
30,1445,289,491
309,27,1761,1570
144,1471,1694,845
846,1706,1307,223
1028,655,1655,1578
836,1465,1537,1094
263,1494,928,662
1820,1385,1356,1648
855,1619,584,194
1820,1799,1936,1668
168,761,1946,701
146,1490,1528,1245
35,1671,475,1161
47,853,78,80
987,831,761,771
116,567,986,1582
1117,998,1491,1160
65,838,230,1178
1979,1298,632,1514
1080,1587,1111,1762
446,1357,1141,1258
1859,363,1303,321
284,1091,771,1170
618,1155,549,1520
1368,1222,1015,1306
48,718,514,206
1028,1784,457,212
48,1495,1263,1756
863,1402,949,1416
48,908,1342,1468
300,507,344,522
1808,78,1045,656
162,937,1364,493
233,1388,1427,1526
1208,750,1027,1058
444,1314,607,425
407,1126,1696,1830
144,423,318,811
155,651,606,932
444,1738,7,1222
59,1668,1172,554
1853,236,86,464
13,574,1106,1760
168,1903,733,101
1728,1170,535,1745
1420,871,338,336
168,1802,748,1235
1892,264,373,853
840,167,1308,344
1825,441,1836,878
852,930,92,1962
1173,1666,1961,309
1825,629,1478,1647
444,980,1279,1717
131,1002,1175,1104
11,971,1208,479
841,706,1116,1811
4,1971,170,1520
1381,787,1579,217
444,903,1829,369
800,1525,1434,1374
188,1911,339,1949
1028,1326,1571,1629
1230,787,599,598
1820,315,1541,767
446,1684,405,1285
1173,1789,1469,1049
1728,1511,1257,707
168,927,69,739
1826,620,1933,1889
708,1958,1767,391
250,761,952,1736
1729,1971,585,1117
258,540,1996,292
168,1814,1296,1960
181,1682,1307,1306
1334,881,122,520
777,324,1211,1421
10,228,1478,1838
1826,1448,635,630
48,1470,1257,371
741,866,1927,689
501,1653,1041,752
261,143,871,1299
1826,354,834,1638
713,1727,471,1984
169,5,1906,1870
622,1013,634,75
1368,549,1423,1062
1865,1140,32,1001
1028,1755,1105,1059
497,319,1059,1540
455,265,1083,118
57,971,398,34
1826,1272,268,1678
2001,19,861,160
48,1423,1038,940
1028,652,710,1909
59,368,1940,223
263,89,82,1493
455,1669,133,1614
654,68,477,1510
352,333,1062,374
1636,1422,1764,184
497,359,675,1686
48,1736,688,1365
1820,365,1659,569
1826,1156,1184,1486
1817,1568,1804,704
2002,1777,1086,714
1420,1071,668,1108
1370,1116,283,1101
726,338,1716,1323
1072,1329,1281,268
414,333,1927,1802
76,825,1117,551
1820,1835,559,688
692,1364,1107,1546
127,1596,543,1907
1006,984,463,646
308,1680,765,1958
474,20,996,1807
263,52,1077,1296
305,1500,946,427
1820,1196,121,932
144,966,983,1007
836,795,130,529
444,620,8,1011
1825,1733,714,393
497,479,1337,672
129,312,229,816
692,475,522,1698
444,1434,1749,944
276,416,111,701
463,956,1557,1117
487,370,175,1186
1028,541,158,870
1820,702,1942,433
444,1680,267,743
48,8,1648,85
1728,421,1195,82
1410,1899,1094,530
470,1584,1787,1529
1028,1064,1994,1993
997,312,491,843
1696,641,1869,1982
48,1991,686,1519
444,1695,216,1187
274,1578,1320,1219
468,1576,21,571
144,1568,1212,1718
489,1132,759,900
640,44,1808,903
1,597,883,360
725,1924,389,332
566,107,1645,1301
263,707,1285,1608
1897,111,1459,657
168,219,380,504
1719,1639,1051,447
827,1612,1437,1587
1820,1431,950,55
436,799,944,207
428,406,1946,975
1324,1989,1561,1468
1898,832,1654,1248
1125,1765,80,363
241,723,608,1763
1031,698,1859,257
48,918,853,1840
48,617,819,1541
215,1430,1385,547
1096,1270,57,620
169,148,531,835
1028,1890,647,1151
1892,922,1665,1184
1908,321,1866,303
145,1625,1375,511
467,310,1191,286
1425,1345,343,1856
846,1556,495,920
848,1487,1990,36
1892,672,1554,1393
1581,148,828,1706
415,928,1163,1704
398,1081,1729,769
713,744,349,434
1028,665,754,1212
263,850,433,1510
1727,349,40,257
1893,1408,1967,1438
1727,1358,1246,787
144,5,166,1088
20,803,582,555
476,396,63,1882
1420,1610,1815,8
131,1674,1499,1715
42,862,1816,1572
42,98,297,1566
1820,425,626,1539
997,1971,1733,880
206,851,1658,1305
1892,537,1183,545
1031,729,390,1556
844,995,867,1607
992,569,1085,1344
841,1499,926,1133
1820,382,1497,903
1819,626,203,1075
713,1816,732,2002
48,806,1150,351
929,1856,782,1891
144,1423,876,938
1031,1349,1480,974
250,1932,772,1084
316,1744,1922,177
1028,336,1692,1154
663,724,1440,74
444,1648,1303,827
1826,1580,26,361
183,861,1054,1963
1031,1842,1113,1208
1826,1665,390,1787
1031,539,1469,949
398,96,851,1163
263,772,948,1768
446,1413,600,1882
308,1225,594,940
1087,1806,1463,563
130,1305,865,934
1794,948,1986,1497
1820,459,1298,417
288,1138,1423,785
1230,1217,1403,750
1858,995,4,195
1420,711,1082,66
444,1844,798,1449
48,1726,293,1287
444,253,221,291
1810,699,1688,1975
1337,1936,583,1804
48,676,990,519
1028,61,158,480
197,351,1790,1748
60,995,101,375
446,528,1617,154
1825,1990,1114,1995
1820,1056,221,1413
48,1670,1762,902
725,207,711,1391
414,1943,604,1371
231,1346,1241,1047
48,1903,154,1055
852,1349,368,1854
126,426,1982,222
1080,233,571,590
1727,425,469,1100
1536,771,743,969
840,810,1663,268
841,1565,1051,1094
48,448,787,803
129,1313,786,419
1836,1201,910,1297
310,290,296,1840
841,1045,1323,1340
455,1617,953,581
144,1439,1999,1458
1727,956,1061,1097
220,1841,1134,977
1031,909,1699,54
841,1742,699,1606
1728,768,580,579
782,1350,240,37
129,430,1025,1254
47,965,1644,943
1322,10,165,1639
144,1485,1164,1684
213,1869,1450,1949
112,1546,1284,784
1031,1882,1480,59
1031,1253,467,721
1425,398,1530,994
202,1615,1326,234
487,1873,1275,1184
1896,455,192,1046
131,706,529,1499
1951,1444,764,287
1825,1055,741,1301
1826,525,116,1116
404,90,1227,588
446,1313,279,318
862,1343,680,234
17,276,601,913
841,1950,1672,1516
231,212,138,553
1028,397,1282,108
1536,15,1830,1417
284,1279,1899,490
263,934,214,825
1028,558,244,1410
986,1155,874,744
1826,1995,1682,251
1416,1922,1653,1392
500,1641,281,1406
1028,1794,943,1185
415,1144,1426,864
713,906,762,1879
1908,927,1021,556
263,1861,173,1655
300,1259,465,951
168,154,874,1906
469,1423,1715,660
1885,645,1101,242
1908,1251,689,1606
1420,1417,1810,1001
220,689,1427,1695
1251,1758,762,716
308,1657,1411,1829
1820,1261,564,1796
1820,154,90,1159
446,558,309,1319
13,1027,593,459
692,655,610,1381
1728,212,808,711
47,331,1336,1528
476,818,946,31
1820,1736,1166,380
263,1051,1714,1479
146,1848,890,1637
30,117,768,739
1028,585,1653,1512
840,1204,1108,667
1028,1044,1023,229
1826,813,893,818
497,734,1592,1459
1766,326,684,1609
455,1604,1287,449
852,27,842,855
855,522,486,1775
1119,265,1906,1385
481,307,1448,403
528,1233,1311,1266
1908,905,458,1769
1194,1260,675,247
88,661,961,384
487,1346,1065,471
162,338,251,947
1728,1359,1490,71
155,1818,980,1024
284,743,1184,410
42,463,1072,740
25,1159,1904,596
444,1246,1972,306
258,1681,1658,189
726,656,1718,368
725,108,1938,972
1826,1589,868,328
840,705,1480,1942
183,153,413,636
1175,1637,760,606
1124,1449,1240,568
155,879,1843,369
852,77,61,1253
841,674,933,1877
1028,109,1121,1505
48,927,1535,1791
1897,674,1347,1637
777,105,1979,1769
1028,1036,67,960
263,1971,945,1535
1908,532,1017,437
1826,438,799,983
661,321,1560,1023
1826,1348,1261,1796
1028,1863,1269,1293
306,330,564,591
1908,1977,241,1592
1728,788,883,600
1829,256,442,1296
1031,628,674,722
131,1264,352,731
1420,341,1775,1495
48,321,1615,1770
393,1235,1033,1309
831,357,741,387
1820,1910,1455,143
1820,822,986,970
250,431,385,384
125,556,48,908
446,554,1544,1566
438,5,1912,1660
1608,143,1924,286
284,1924,1591,1184
1230,1269,1679,1948
725,204,725,1243
1124,757,814,203
713,1546,761,1469
263,1175,1816,166
144,451,68,856
48,199,1463,970
121,508,1709,1179
1246,1319,1780,1472
144,782,647,1206
444,278,742,1692
444,91,1829,1830
1827,1333,1108,531
840,944,1964,1832
1820,36,741,50
47,1518,1974,962
446,912,295,1108
844,1426,1002,645
1087,459,887,553
444,1863,106,295
48,1877,404,1882
1031,1439,365,1487
10,1484,607,1213
701,1832,595,1113
640,524,1710,175
1368,1840,509,1646
1820,315,433,1823
17,1791,1580,343
1728,335,814,405
263,1839,442,1088
1368,384,1245,111
1820,46,568,6
42,1580,1081,1442
1820,537,1834,1219
1390,1195,33,1558
