3,713,213,717,144
1803,567,1966,1915,1572
1030,284,1029,717,1826
1028,622,1030,717,144
848,1029,836,717,476
263,1029,198,131,717
1030,717,1820,1826,48
1087,717,20,1173,308
848,407,168,231,201
1030,1892,444,1826,1908
1030,1029,1031,1892,1826
1251,1324,503,47,692
156,1230,47,308,1425
1028,263,1029,198,840
446,263,132,444,692
1030,1389,485,840,1087
3,345,263,129,213
1825,1035,1951,444,717
1030,1029,444,1820,1826
1028,1030,717,48,1826
1536,263,155,499,987
1581,861,1766,717,29
1030,168,1029,717,48
124,57,308,987,476
1028,1030,1029,717,1826
848,426,183,1951,717
1030,1029,840,444,717
168,132,717,144,1908
1030,841,1357,840,131
13,132,1873,717,17
414,501,37,985,1187
1825,455,215,717,1826
1030,59,132,476,1425
1028,1030,1029,1897,717
1825,444,1820,1826,1908
1028,446,1727,1029,1893
1028,1030,1029,840,308
1030,183,2001,1029,717
1028,1030,489,1029,717
333,13,1424,1416,1293
707,146,321,155,1119
415,183,50,277,19
1028,284,1029,48,1826
1028,1030,717,1820,1826
407,414,393,21,1325
497,447,489,717,144
1416,132,717,725,299
1030,444,717,1820,1826
49,132,118,206,404
25,168,149,170,1425
1030,724,201,717,1173
1028,1029,717,48,1826
1609,13,1030,846,476
1230,168,840,308,987
1028,132,844,48,144
1030,1029,1897,717,1826
13,132,201,47,717
446,1030,458,444,1820
1028,1809,220,1892,1817
65,532,294,713,1173
1030,263,840,1420,717
168,840,131,48,808
685,13,183,717,1425
1028,1029,1897,1728,1826
1028,168,215,198,48
497,263,840,48,144
497,1030,168,308,1826
168,59,132,717,1173
1602,1230,59,1368,1173
1028,1029,717,144,1826
1030,263,841,840,717
446,1031,1820,48,1826
1003,168,76,1087,1173
497,379,129,840,17
489,841,132,231,985
65,231,1898,1766,519
1230,1416,1370,1892,997
777,446,1030,178,1029
497,1029,300,840,997
42,1218,288,118,1119
1030,1029,444,717,1893
724,284,101,998,308
446,1030,250,1029,1826
407,146,118,155,1635
726,503,47,501,1173
42,263,841,144,308
497,1030,1029,840,144
1531,1580,1919,1915,1892
499,131,717,1820,725
1028,215,1029,144,20
1028,284,717,48,1826
1825,1030,263,1820,1826
1028,1030,263,1029,1826
497,13,263,840,1826
19,1416,155,144,347
489,717,144,48,308
1003,13,30,524,1368
1028,1030,1029,1897,717
685,403,485,1951,144
156,497,1030,840,144
1028,1030,1727,1029,1728
156,3,146,155,258
489,118,840,499,819
439,1230,146,47,717
1103,1370,709,1119,11
1028,1030,168,132,1029
489,1368,60,487,717
1030,168,1029,717,1826
17,726,840,277,999
155,717,308,987,1817
707,65,321,21,43
1003,1328,263,1823,1513
446,1029,444,48,1826
1030,263,215,250,717
1028,1029,444,308,1826
1030,841,1728,840,717
13,183,47,717,1525
168,841,840,717,144
201,840,717,144,999
146,131,1208,319,81
1028,1030,168,1029,717
263,131,717,1325,519
1003,155,1513,60,985
198,840,144,1425,725
1825,1029,48,1820,1826
497,489,870,840,144
1858,1030,840,1754,717
42,1028,1420,1892,131
407,3,13,848,129
42,1028,1029,717,1826
728,1013,294,20,19
1028,1825,1030,1029,1826
1416,1030,724,1892,1087
168,1029,144,48,1826
263,132,1892,131,692
1230,840,717,144,308
497,263,997,1826,17
1028,1030,1029,1031,717
446,1030,263,144,1908
263,841,840,444,1908
1030,724,476,987,1173
263,436,499,131,725
1124,768,211,985,1351
256,446,1028,1029,717
706,166,231,1013,406
42,168,47,144,48
1028,168,1029,717,1820
489,168,841,997,717
1029,300,444,717,1173
25,489,149,201,300
1951,47,713,717,1173
281,436,132,1513,277
726,685,841,118,144
146,1029,47,717,17
155,201,47,717,17
1030,1029,717,1820,1826
489,724,485,144,725
168,1029,48,1820,1826
1030,168,1370,713,48
446,1029,1820,48,1826
1028,1030,1029,48,1826
724,1029,155,717,476
162,168,841,717,1173
1028,1030,1029,717,1826
407,146,118,1892,1912
1194,263,992,436,224
1416,1370,129,144,277
1003,13,1368,1096,713
726,209,713,499,1090
183,436,470,35,44
3,1129,846,404,213
1230,168,840,58,277
1030,841,1513,717,1329
763,1029,274,1820,1826
1028,841,1029,840,717
1030,485,840,717,144
848,497,13,183,47
1030,724,713,717,308
1252,168,59,1173,987
42,848,489,118,1329
497,1029,840,717,144
1030,717,1820,1826,48
1030,1029,717,1826,1908
446,1030,1029,840,48
1028,1030,1029,1892,717
446,1030,263,717,1820
13,168,183,47,717
1029,1845,840,47,717
489,168,1230,1030,1029
1028,446,88,35,50
146,440,1029,717,17
1825,146,442,493,81
1030,263,841,717,144
726,1230,487,987,56
1003,30,168,724,1173
168,132,131,717,308
1029,47,717,1820,1826
42,446,263,48,1826
1028,263,841,250,198
1028,1030,1029,1728,1826
1028,1030,1029,48,1826
168,1349,1125,464,1173
407,65,1194,1013,1912
726,168,654,987,1425
1194,65,146,118,405
726,1029,503,840,131
13,1029,47,10,717
1003,724,213,717,476
1028,1030,1029,717,1820
497,1029,840,717,144
1030,1825,1029,717,1820
407,1030,1289,1513,1826
183,855,774,1951,17
841,840,131,717,144
1825,1029,717,1820,1826
1030,168,131,717,144
305,318,1368,987,1316
446,132,1029,1892,717
1028,1030,1029,717,48
1230,146,47,997,717
1968,1029,1992,1892,717
1030,440,840,1087,717
1028,1030,1029,717,1820
724,846,47,717,476
1030,263,1029,1892,1173
1028,1030,1029,1820,1826
407,59,414,231,300
1028,1029,840,717,144
1003,168,183,724,1125
1028,1030,1029,717,144
1030,168,1728,444,717
25,1602,170,1368,1683
466,1182,300,144,20
168,474,1080,100,717
1030,168,1029,1728,1087
263,250,840,717,48
1030,263,841,1420,48
156,132,1189,297,1293
1028,1029,717,48,1826
149,168,1368,1425,987
446,1030,1825,1029,201
1028,1030,1029,1031,1820
1230,168,132,48,261
1029,997,131,717,1873
1416,149,724,168,308
1030,1031,809,717,1820
407,3,118,213,717
848,685,201,717,144
168,1117,1381,308,1173
1230,840,1886,338,1173
436,844,48,144,476
497,841,131,717,144
1030,1029,1728,226,717
1028,284,1029,48,1826
497,446,1030,131,308
1030,1029,1728,717,144
1030,183,1029,201,717
146,1029,47,717,1826
407,841,436,146,1342
1030,270,1029,717,1820
1,88,181,1766,20
1030,263,1820,48,1826
168,724,1513,499,717
1030,168,155,444,1173
489,201,840,47,131
1416,1513,713,717,308
726,209,211,985,261
13,840,131,717,476
256,1028,1030,1029,717
1797,146,132,144,81
1030,1029,717,1820,1826
1028,1030,1029,1031,717
1030,1029,1725,131,1173
852,155,1125,1513,1173
726,242,215,129,201
118,713,1892,717,309
132,231,713,1173,126
25,59,149,155,1096
3,263,841,155,1513
489,118,1892,1119,1176
116,66,1013,181,222
407,1536,3,155,213
1029,1728,1087,717,1826
168,131,717,308,1173
13,1030,47,1031,717
995,13,263,215,206
1230,1029,155,499,717
25,1030,2001,1029,717
726,1003,168,499,476
1028,1030,1029,1031,717
1028,1030,1727,1029,717
726,3,1003,263,711
263,1029,717,144,48
1230,717,20,1119,1316
1003,149,59,724,88
1028,1030,1029,717,144
489,168,2002,717,1173
1416,132,155,725,1826
1028,841,1029,840,717
846,47,452,1325,1817
1029,717,144,476,725
3,181,1892,213,211
497,436,840,1820,1826
1030,1728,1754,717,144
446,1230,201,717,654
1028,1030,284,1029,1826
1028,1030,717,48,1826
497,263,1513,840,1525
1028,284,1029,48,1826
841,215,717,48,144
427,748,746,750,576
282,414,992,393,20
497,840,1087,717,144
1194,118,1410,258,261
155,129,1317,131,1525
1030,1029,444,717,1820
65,414,1001,1766,1846
992,231,393,1119,126
1030,1029,1031,717,144
1029,717,1820,1826,48
301,1526,1119,56,1316
1028,1030,1029,717,48
1825,1030,1820,1826,1908
1028,1030,263,250,1029
156,168,1090,717,144
168,841,132,131,144
1030,168,118,444,717
42,446,436,717,144
415,407,1324,258,1316
156,1003,13,251,717
1475,561,682,1808,1506
726,168,841,263,48
1028,168,1029,131,144
726,489,1416,346,168
1115,118,1410,1090,999
446,1030,1029,717,1826
1030,1029,1031,444,144
407,65,181,1013,20
1028,168,263,1029,717
1029,1031,1820,48,1826
713,717,476,308,19
168,1368,129,717,308
13,1030,841,1228,997
1030,188,1029,717,1173
1028,1030,1029,717,1826
1028,841,215,840,144
726,129,717,48,1826
1858,13,47,1892,717
1214,132,1170,308,1173
446,1030,1029,1754,717
489,300,717,144,1173
841,198,213,308,476
13,168,1030,499,987
9,436,35,717,261
846,47,717,985,1285
1030,1029,717,476,48
489,263,414,301,118
263,129,499,692,17
46,489,59,724,1080
1028,1029,717,48,1826
446,1029,717,1820,1826
848,1030,183,1029,717
1030,1029,444,717,1820
1030,1705,426,717,476
1028,1825,1029,48,1826
1030,168,840,1087,717
489,155,131,308,692
1029,1728,48,1820,1826
446,1030,263,444,1820
415,567,1236,1172,1913
1029,1324,717,308,987
263,1029,198,840,717
65,1080,1013,181,20
446,444,717,1820,1826
1030,284,1029,1820,1826
42,1230,129,840,1170
1803,566,1233,1915,1572
415,1028,1029,1096,48
1030,1029,1892,717,1820
65,129,48,144,476
489,168,132,436,501
1030,263,444,48,1826
724,201,485,1090,1325
30,183,13,489,1173
1028,446,226,717,1893
726,13,1994,1820,1826
1028,1030,263,717,144
1028,1030,1029,444,1826
3,129,201,487,717
407,446,1416,1030,250
497,1030,840,144,48
1028,1030,1029,1728,717
1028,489,1029,717,144
183,1951,47,1905,717
1030,1029,840,227,1826
1003,168,1096,713,308
1030,178,828,1951,1820
1230,47,476,1425,464
1029,717,48,1820,1826
1028,168,1029,131,144
13,836,840,1794,717
407,1536,118,213,1766
497,1030,444,131,717
65,3,231,20,43
1028,1030,1029,717,144
1030,263,841,840,717
65,1013,1892,133,1366
446,1029,1897,717,1826
132,201,1892,1285,985
1194,49,1333,1342,11
1124,118,231,393,1521
1028,263,250,1029,48
1028,1030,1029,717,1826
407,3,992,255,1525
256,1029,717,144,1826
446,1029,717,1820,1826
1028,1029,717,144,48
1030,1029,840,48,144
407,132,213,1173,19
1028,188,1766,717,1902
168,263,213,131,309
407,65,274,1902,20
489,168,1368,47,717
1030,168,1029,717,1820
1030,263,717,48,1826
1028,1030,263,1029,717
1028,1030,263,840,717
407,979,1416,231,43
1030,168,1029,1513,717
1727,1029,713,717,144
489,1029,713,38,308
841,1029,840,717,144
1470,1416,1115,685,414
848,497,13,840,144
42,149,724,1173,987
1028,1030,198,48,144
1003,201,717,144,308
155,1125,717,1173,987
1030,1398,132,198,1325
1030,840,717,1820,1826
489,1030,717,1425,476
1030,1825,1029,1820,1826
1029,717,1820,1826,48
149,168,308,56,1173
1827,1029,1819,717,1826
1030,1029,444,717,1820
3,168,414,231,201
1194,1,1013,131,1119
63,318,93,1317,45
1194,146,118,405,258
1536,1013,1892,1119,1820
3,65,181,20,221
1030,284,444,1820,1826
497,1030,1029,144,1820
13,1827,1029,717,0
497,1030,841,144,48
1334,118,48,985,1246
1028,1029,47,444,144
155,485,1236,1512,1386
1028,168,1029,717,1908
1230,168,717,144,476
497,1028,168,840,717
42,3,213,1175,43
497,1030,168,840,144
489,1368,1096,717,654
489,1030,841,499,717
1030,1727,1029,1728,131
726,1129,354,155,308
846,129,308,712,17
263,1125,476,1325,308
168,1029,201,1324,717
25,162,149,717,1342
1416,47,840,1820,987
497,1030,263,840,144
1030,1029,717,144,476
156,1080,1096,717,1172
497,436,1370,840,131
497,13,1030,717,1826
1028,1030,132,250,1173
3,132,35,213,81
1825,263,1029,144,1820
1030,1029,1892,48,1826
209,841,250,1031,717
325,113,47,1033,252
1030,1029,201,840,144
1030,398,444,1820,1826
156,3,201,213,985
42,407,3,144,203
489,168,840,144,308
1030,132,1754,717,1820
1028,263,841,250,840
1028,485,1420,1087,144
726,489,250,198,144
81,13,183,47,1862
1029,444,717,1820,308
13,500,836,844,81
1030,1029,444,1820,1826
1194,146,118,212,258
13,717,1822,1173,1826
707,1003,201,308,1425
1825,168,841,263,144
820,168,440,717,1862
168,155,840,1096,1173
1416,1117,997,213,717
848,13,146,47,1046
65,213,210,985,405
841,215,118,310,131
183,1029,201,717,1173
1030,1029,1031,444,717
485,487,1425,725,1173
1028,284,1029,48,1826
852,168,841,201,261
497,1029,840,717,144
1030,440,132,1029,1979
1115,146,992,231,206
162,168,1420,717,144
407,65,118,274,999
407,1194,146,1119,221
1825,1029,444,1820,1908
497,263,131,308,692
1803,1919,1002,1966,682
1030,1029,1728,1754,717
618,144,308,1173,347
1018,201,47,966,1127
183,300,840,499,17
726,183,168,132,464
489,59,201,717,308
848,13,1178,1230,717
725,1281,276,1173,1252
841,1728,1979,840,144
1030,47,717,1820,1826
1030,685,717,308,17
446,426,213,1794,1822
489,853,131,717,144
263,414,717,261,986
726,707,665,1000,101
215,846,840,48,854
1230,129,47,1329,20
1028,168,1029,717,48
1080,129,713,717,476
848,1030,1029,717,308
1031,1820,48,1826,1908
1028,1030,622,1029,717
707,146,1175,717,476
13,1200,1160,2,1892
489,59,1125,1096,499
446,1030,840,131,717
489,1029,47,1173,725
489,146,1951,47,717
1003,168,1029,725,1173
828,1881,1892,1855,84
1030,444,1820,48,1826
1028,1029,717,48,1820
1028,263,168,1029,717
1030,1029,1031,1820,717
1030,840,717,1820,1826
726,1951,1087,144,987
1028,1416,168,1087,48
13,1156,146,47,717
726,1103,201,35,308
841,1029,1728,997,717
400,183,840,997,499
1028,1029,717,48,1826
1314,844,1427,985,261
446,1030,263,48,144
1030,168,132,1029,144
1028,168,1029,155,717
1825,840,47,717,1908
1030,250,1029,1728,717
1230,1416,489,132,1096
1003,170,701,725,19
1030,841,129,1031,1826
446,1825,1031,717,1826
1030,263,1029,717,144
59,1892,1873,308,1173
446,1030,263,1029,1728
1028,1030,263,840,717
1028,1030,1029,1031,717
1124,414,197,118,213
1028,1030,1029,144,48
168,485,1324,725,1173
407,65,1,262,1325
1825,1030,1029,444,1820
1028,1030,1029,48,1826
1825,1029,717,48,1826
1030,1029,1728,717,1820
1028,1030,717,48,144
1028,836,840,997,717
1030,1825,131,1822,1173
415,1416,132,717,308
42,1003,1368,1087,1427
840,1096,131,717,987
1003,3,168,724,56
489,168,836,997,476
1028,1030,1029,1819,717
168,841,263,717,144
1030,1029,717,1820,1826
13,1006,499,1842,81
446,1030,250,1029,717
848,1230,841,499,131
1028,284,1029,48,1826
1728,1031,717,144,48
25,1230,149,170,1173
1028,284,1029,48,1826
1030,841,1029,144,1826
1030,263,841,840,144
446,1030,1029,1728,717
726,841,132,131,717
1028,1029,717,1820,1826
1865,436,47,717,692
407,1003,118,308,1173
444,717,1820,1826,1908
209,1892,461,277,985
162,132,840,487,717
65,220,393,11,17
1030,1825,1029,1820,1826
1028,1030,263,132,144
1030,1029,1892,717,144
1030,1029,444,1820,48
116,687,836,1513,1766
726,131,717,725,1173
13,168,503,501,717
1124,146,66,1214,1119
1030,168,1029,1728,444
1028,263,168,48,144
1030,1029,717,1820,1826
497,1030,1029,840,717
1030,1029,717,144,1826
1029,155,201,476,1173
1030,168,1029,717,1820
1029,1728,47,717,144
852,13,129,1513,725
156,1230,132,1513,48
183,215,263,206,131
1003,132,20,56,725
1030,1029,444,717,144
168,59,840,1892,1173
1028,1030,446,1029,717
1028,263,1029,717,144
1030,1029,444,1754,717
497,1790,1087,717,725
250,198,300,144,48
1803,680,1233,1915,1808
1030,1825,1029,717,1826
489,168,47,997,1892
3,713,717,985,211
1803,569,1474,566,1572
13,444,717,144,1908
1853,440,47,1892,998
1030,1029,47,1822,48
446,1030,444,717,1826
446,1029,1820,48,1908
1028,215,1029,10,717
1030,1029,1728,717,17
1028,1030,1029,717,144
263,841,132,840,131
497,489,1230,300,840
489,168,146,47,144
407,146,233,985,21
263,168,129,717,725
1028,1030,168,1029,144
407,1003,724,201,1119
281,42,168,487,1820
1028,1030,1029,717,1826
13,426,440,1951,717
726,1030,1125,129,717
42,263,841,717,1826
497,1030,840,717,144
1028,1825,1029,717,1826
1029,717,1820,1826,48
489,1120,198,840,144
1028,1030,250,717,144
1030,1029,1820,1826,1908
1028,1029,1728,444,717
1028,263,1029,1820,717
1030,1029,487,717,144
183,168,47,717,1822
1194,210,985,1285,1119
497,489,840,131,48
168,1029,10,48,144
1030,1727,1029,717,1820
1028,1030,263,1029,717
446,1030,1029,1728,717
497,1028,713,48,1173
1803,569,566,1915,1572
13,840,47,717,81
407,118,393,717,144
726,489,168,263,501
726,132,1873,717,987
30,530,250,1120,987
1030,1029,840,444,1826
1416,168,13,1124,308
1129,1115,1470,146,354
1803,1474,1233,1572,1808
446,1029,444,131,227
181,206,1119,20,985
42,3,59,168,1173
65,1230,250,485,20
407,263,132,300,476
1028,1030,1029,1820,1826
707,530,321,393,262
155,717,308,987,1593
13,132,118,846,499
518,178,440,47,1892
502,1029,717,211,221
1030,1029,444,717,1826
1030,841,215,1029,717
1030,1029,717,916,1173
512,518,841,393,261
1028,1030,168,1029,717
1030,1029,717,48,144
281,852,13,844,17
1028,1030,146,1029,20
1194,1124,118,1507,725
1028,1030,1727,1029,717
13,1581,146,1029,717
497,168,1029,131,144
497,841,250,231,48
840,499,131,717,144
489,168,13,1030,1173
1030,1029,1031,1820,1826
13,47,10,717,144
1028,168,263,1029,198
1827,231,444,308,1826
47,444,713,308,1908
407,3,710,530,213
1030,263,1029,717,1826
446,1030,1029,444,717
65,1124,867,181,1912
726,1230,263,501,131
446,1030,1028,1029,1826
242,1892,719,717,461
1003,840,997,302,1173
215,1513,499,692,17
168,1029,840,717,144
446,13,321,47,717
407,726,414,129,985
168,132,840,997,725
1028,1029,717,48,1826
1028,1030,48,1820,1826
1028,1030,168,1029,717
156,1029,201,717,1826
263,840,444,717,1826
841,1029,840,717,1826
1030,1728,1754,717,144
25,149,116,132,201
1003,724,1324,1173,19
446,1030,1728,444,717
1028,1030,1029,717,144
848,13,1230,146,717
1129,1398,1410,717,1652
415,149,724,1324,476
1028,1030,1029,717,1826
497,284,840,144,1820
1028,1030,1029,1031,717
1030,1029,809,1820,1826
1028,1030,1029,1728,1031
1416,13,47,131,692
168,717,121,144,308
183,47,717,144,1173
59,149,144,308,1425
169,841,250,717,1826
446,1029,717,48,1826
1028,168,1029,485,717
1028,168,263,1029,717
183,284,47,717,692
263,841,1029,717,144
1030,1029,1820,48,1826
1028,1029,717,1893,1826
1194,220,146,1029,11
1608,354,1314,155,1496
13,146,802,47,717
146,1951,836,717,203
726,298,992,503,277
726,1028,1029,717,1173
13,183,502,717,144
1028,168,436,1029,48
407,65,1,1013,48
1030,1029,144,717,1893
1030,13,1029,1820,1826
2001,1029,1819,717,1855
497,1030,263,131,717
497,994,836,131,717
726,426,724,1324,725
1028,1030,132,1029,717
407,1194,146,118,1119
446,1825,250,15,444
407,1029,118,48,20
1003,1230,168,1087,48
1993,497,840,717,1173
13,426,1030,1873,717
263,841,250,1029,840
1230,168,840,144,308
13,489,436,1496,17
1030,1827,168,183,1029
1030,263,1029,717,1826
407,3,118,717,461
178,713,47,144,712
1803,1233,1915,1572,1808
1030,1029,717,144,1820
407,3,146,393,213
1536,168,841,1029,1173
1030,263,1029,1728,717
1028,1029,717,1820,1826
1030,444,48,1820,1826
497,132,310,131,48
726,665,198,213,48
500,1029,840,499,1820
1825,1030,841,717,1826
1028,1030,1029,717,1820
1030,250,131,717,1820
1825,1030,1029,840,1826
446,1030,1029,717,1893
497,1030,1029,144,1820
1230,149,724,132,300
724,105,840,56,1252
168,155,1513,717,476
1028,1029,48,144,1826
446,1030,263,250,444
724,1080,132,201,126
567,566,682,1002,1572
840,1766,538,144,854
1959,1956,1030,1029,1728
149,713,487,717,1173
31,146,284,727,213
1096,717,476,725,144
446,1030,168,263,250
1028,1030,132,250,1173
1030,132,713,1819,717
446,263,1029,717,144
870,1120,717,277,998
407,213,717,144,692
1028,263,198,840,717
1536,841,436,840,144
1028,724,1029,717,476
44,912,277,1342,476
841,1029,1728,717,144
46,166,687,118,210
1028,1030,1029,1728,717
132,201,717,144,476
1230,489,168,1029,308
168,132,1029,717,1893
1393,1897,840,1793,20
446,1030,1029,717,1820
1028,1030,1029,717,144
415,1214,82,618,1892
42,59,1368,987,1173
42,132,1087,717,48
1030,1029,1031,717,1826
497,1030,168,444,717
407,168,839,1117,1173
1289,414,687,211,985
407,735,1115,1470,213
13,2001,840,717,227
30,1825,1820,1826,1908
446,1030,1029,444,717
1028,724,1029,717,1173
446,1029,131,717,144
1028,284,1029,48,1826
1030,713,47,717,144
168,132,131,717,144
1003,713,211,985,1325
1003,1702,132,476,1173
1030,1029,444,1820,1826
146,1314,118,1015,713
407,46,127,300,251
497,263,840,131,144
1003,13,155,1881,1902
726,162,840,997,126
1028,1825,1029,1892,1826
168,132,201,840,144
497,168,839,844,781
1803,566,88,1915,1572
65,393,222,14,308
131,717,1820,48,144
1028,1030,446,1029,1752
1416,168,1029,717,1173
1013,393,1226,213,1351
1120,1317,1108,1342,277
497,263,198,144,1292
250,1031,444,1820,1908
1028,446,841,1029,717
263,127,250,131,1826
1028,1030,131,144,1087
446,1030,1029,444,717
1028,1030,1029,717,48
1030,132,1029,499,717
3,250,231,144,1316
407,1334,393,997,48
263,1029,444,717,144
407,211,985,1119,19
446,1030,1029,444,1826
446,1030,263,841,692
1030,1029,717,144,1173
1438,841,530,499,1406
1028,1030,1029,717,1820
407,1536,215,201,985
407,65,118,213,48
1030,263,841,132,48
446,1030,444,717,144
426,841,840,1006,1176
1028,841,717,48,144
489,198,997,1173,261
1416,489,168,132,717
13,1416,146,1125,725
168,997,717,177,461
1827,1029,444,717,1828
1030,1029,1031,47,717
13,132,840,476,308
168,717,144,1173,654
1536,118,198,840,48
841,198,1898,1892,1820
995,489,393,213,210
497,1178,263,840,501
1194,146,1013,1507,213
1028,1030,1029,1820,1826
42,407,3,197,118
502,840,499,844,47
726,506,30,997,725
65,116,994,210,1238
497,1030,198,840,144
1581,841,717,998,48
407,1194,233,1013,1912
415,1003,717,308,1173
415,153,992,231,393
726,952,49,308,347
1030,487,717,1425,476
726,497,840,131,308
1029,131,717,144,1820
1028,1029,717,48,1826
1028,1030,1029,717,48
426,1865,774,717,1862
3,1438,706,146,1272
407,118,155,1507,985
42,168,250,713,1173
178,231,393,1047,1892
1218,1416,844,144,692
1030,1029,717,1820,1826
726,1884,132,840,717
1211,155,1513,276,1994
1825,47,1820,1826,1908
65,129,840,717,258
489,841,132,1513,261
1028,1029,717,48,1826
132,393,717,476,1173
530,268,1096,1119,262
1028,446,1030,841,1029
1370,131,277,1108,84
59,724,155,201,144
1030,183,1951,47,717
710,183,146,201,47
1028,132,155,300,717
1030,1029,444,717,1826
1030,1029,717,1820,1826
1003,489,1120,1794,131
1030,1029,1728,1031,144
1030,1029,131,717,144
1230,144,1425,1173,987
446,1029,155,300,717
1536,183,47,717,252
13,132,997,461,308
65,489,231,131,1195
489,132,118,840,213
168,129,840,444,144
263,841,250,215,840
489,840,997,844,717
1028,1029,717,48,1826
168,840,487,717,1525
407,3,213,210,81
497,1029,840,717,144
1029,444,717,1820,1826
1028,284,1029,48,1826
407,3,489,146,393
726,1003,1230,1080,985
996,393,997,11,19
42,146,211,985,1900
726,407,414,47,997
1028,1030,1029,840,717
497,1951,131,717,808
1030,841,201,1087,717
1030,1029,840,717,144
156,414,277,1173,725
168,1827,1951,1525,1173
1993,1030,1029,1031,717
1030,841,1029,201,144
841,501,131,717,712
1028,1029,48,1820,1826
1028,1030,1029,717,144
726,489,717,308,1173
1825,131,144,1820,1826
1030,1029,1819,717,1820
1030,713,444,717,1826
1030,1029,840,717,144
497,215,1029,155,131
156,489,687,1368,713
1028,1030,263,841,198
1825,1029,717,1820,1826
162,713,997,717,308
263,840,499,487,144
65,992,1,1810,1013
1825,1030,1029,717,1826
1030,1029,1031,717,1826
1028,1030,1029,717,308
263,1545,276,43,1093
149,146,840,1892,987
1028,1030,1029,131,717
1003,59,724,1029,48
1030,499,844,144,308
1117,840,717,1820,692
1003,1416,132,308,654
1030,841,1029,1728,144
